,DRIBBLES,SHOT_DIST,CLOSE_DEF_DIST,TOUCH_TIME
1556,3,10.6,0.3,4.5
4721,0,2.0,3.7,0.1
3764,10,11.6,4.1,10.0
3584,3,15.3,3.1,3.6
1885,0,3.5,6.2,0.8
3144,6,3.7,0.5,4.8
1866,4,2.9,2.4,6.3
5048,3,11.3,3.3,3.8
4720,2,2.0,4.3,3.6
2874,12,25.2,5.3,13.5
4330,5,5.7,1.8,5.4
3588,0,26.5,4.8,1.0
3267,0,15.0,10.0,0.0
2884,1,27.2,6.2,1.4
2890,10,8.6,2.8,9.8
3007,5,14.5,2.6,4.9
1826,0,26.2,3.4,0.8
3923,1,2.7,3.0,1.6
6281,0,1.1,3.6,0.4
2640,2,25.1,3.9,2.2
5410,2,16.3,4.4,3.2
1525,1,25.0,5.1,2.5
1562,6,3.2,1.3,5.0
5848,0,24.9,3.7,0.8
5701,0,18.2,2.7,0.8
343,14,15.4,2.6,14.5
2542,0,1.0,1.7,0.7
3385,0,22.5,4.1,2.5
2412,0,20.8,3.4,0.4
2707,6,5.9,4.4,6.1
5092,0,2.0,1.9,0.6
1110,0,25.8,5.4,0.8
3442,0,2.5,0.7,4.5
2213,0,23.8,7.4,0.7
1359,5,6.1,2.8,5.6
2107,2,24.8,4.6,2.6
4805,0,3.6,3.2,0.6
5974,0,2.1,5.0,0.7
1378,9,5.5,1.5,7.1
2828,0,24.8,14.8,0.9
424,2,5.6,1.2,5.3
292,2,14.9,4.3,4.7
1065,1,11.1,4.9,2.0
2377,0,22.9,5.7,1.4
5734,3,10.0,4.3,3.7
5108,0,2.0,3.2,0.4
2127,0,24.6,5.9,0.5
1717,1,23.1,5.0,1.5
937,0,27.6,9.5,1.3
3779,3,3.4,0.9,3.4
3964,5,9.4,6.1,5.2
3990,8,23.7,3.6,12.3
4930,4,7.3,0.6,7.2
254,2,4.4,0.5,2.2
6217,0,20.2,3.0,0.8
1482,1,25.5,6.2,1.6
944,7,23.1,5.4,6.4
5503,2,3.1,1.7,2.0
6352,4,4.7,0.5,3.1
3183,4,29.2,4.8,2.4
3266,5,7.1,1.5,5.1
4819,0,4.5,2.5,1.2
2907,3,28.0,6.1,3.2
969,0,3.5,1.4,1.1
496,4,2.6,2.3,5.0
5046,0,5.6,3.4,0.6
4901,0,4.3,1.7,0.8
1829,0,22.1,8.1,0.6
2177,0,24.4,4.9,0.8
5835,1,15.7,3.7,2.5
337,4,0.7,1.8,4.8
4826,1,4.3,0.3,1.9
4704,2,8.9,4.9,1.6
1148,1,7.0,4.1,1.0
2243,0,11.0,3.5,0.7
5809,3,3.6,0.2,6.4
6427,6,12.0,5.2,4.7
5005,0,2.7,1.3,0.0
3968,1,21.9,4.1,6.2
2151,3,12.6,3.8,3.6
2010,5,25.8,5.6,4.3
2491,0,26.2,3.7,0.7
6334,8,4.4,3.8,6.6
1810,2,18.4,3.5,1.8
1994,0,2.4,2.4,1.0
4815,4,9.1,2.6,4.2
2932,2,15.3,4.4,1.9
2824,0,23.9,3.0,2.2
5665,0,5.1,2.1,0.1
2897,21,25.9,5.2,19.4
2275,0,24.0,5.3,0.3
434,2,22.3,2.4,5.8
5395,2,25.7,2.6,4.9
4501,3,20.2,4.5,6.5
2823,0,23.1,2.5,0.8
4917,0,3.9,4.2,0.7
5885,1,3.7,3.0,2.8
3755,1,21.5,8.8,2.0
2504,1,5.6,4.8,0.9
3211,7,7.3,3.2,5.4
5954,1,9.5,3.0,2.6
5653,0,1.8,3.1,0.9
4641,1,7.0,4.9,1.4
4308,0,2.5,3.8,0.0
4992,1,1.2,3.5,1.3
3540,5,6.6,0.0,4.0
3270,2,24.8,10.6,2.8
1941,2,0.4,2.3,2.4
1891,0,23.4,2.9,1.2
5012,2,9.2,0.4,4.6
3599,7,5.7,0.2,8.3
5385,2,25.5,2.1,4.4
4910,0,19.3,8.7,0.9
1265,0,24.2,5.1,0.8
4438,1,29.8,7.3,1.1
2597,0,16.2,1.8,1.3
1410,5,6.6,0.0,5.7
1214,9,4.6,4.5,6.6
966,0,26.6,6.0,0.8
1230,1,18.6,12.6,1.9
4791,2,10.8,1.1,7.2
605,2,12.8,2.2,3.0
104,5,12.9,2.5,5.3
645,1,26.1,2.9,1.8
5500,4,11.3,3.0,5.8
4590,0,16.7,3.8,0.0
3088,8,7.3,0.3,8.4
1019,0,26.2,5.6,0.9
91,10,15.5,2.8,10.7
5208,0,16.1,2.1,4.9
2870,0,2.2,2.8,0.0
908,0,27.7,6.4,0.9
5570,0,23.1,4.9,0.6
5837,1,3.8,1.2,6.8
2150,0,25.6,6.2,0.8
238,1,19.1,3.1,1.7
3140,0,0.9,3.6,1.1
942,0,22.7,6.0,0.8
1270,1,27.4,4.4,2.8
938,0,26.4,6.9,1.3
5520,0,20.7,3.9,0.9
3229,5,1.3,0.1,4.6
3551,8,27.4,6.4,9.9
1862,0,2.7,2.2,0.7
1669,3,11.4,4.7,2.8
5,13,14.5,4.5,11.5
4343,1,6.5,9.0,1.4
3943,19,9.6,8.1,18.8
3013,9,26.0,2.9,7.3
18,1,4.8,0.9,3.8
1970,0,24.5,3.7,0.7
2709,4,5.1,1.1,6.2
2232,0,22.8,5.6,0.8
811,4,20.4,3.7,3.1
1300,8,6.3,3.9,6.2
5431,4,6.3,2.6,5.3
6335,0,22.6,8.9,0.7
260,2,20.7,5.7,5.0
1804,1,21.1,3.6,1.5
1570,0,28.0,5.9,0.7
4280,0,2.1,53.2,1.7
2454,0,26.0,5.4,1.0
1743,1,23.8,0.4,1.7
1630,2,16.1,2.0,2.9
1716,0,24.8,7.4,0.8
520,10,12.6,1.7,10.5
3937,0,24.7,6.8,1.2
6112,0,4.4,4.4,0.7
3482,3,25.0,5.1,1.1
1658,3,2.5,0.0,6.3
3472,0,24.8,12.0,0.9
5708,1,9.3,1.9,4.1
2475,0,23.7,4.7,1.0
3948,15,7.0,1.0,14.1
3934,0,17.0,4.6,0.8
3645,0,7.4,1.8,2.2
763,0,24.5,11.0,1.0
4703,1,9.8,2.9,1.2
4326,1,2.5,0.0,1.1
4427,6,19.0,3.1,3.4
5536,2,2.1,0.7,4.7
6023,0,3.3,2.5,0.7
1091,5,24.3,6.4,4.4
3608,0,26.8,3.7,1.4
1101,0,24.5,9.1,0.8
5225,2,3.4,2.5,2.4
4557,7,21.8,4.7,6.9
958,0,23.3,4.3,0.8
5758,1,12.4,3.3,2.7
559,0,25.2,5.6,1.1
6242,0,20.1,12.5,0.8
1519,0,7.0,3.0,0.0
6333,0,5.0,2.7,0.8
6128,1,3.0,1.9,1.2
2484,0,25.0,6.3,0.8
366,0,2.6,0.3,1.0
3901,12,6.7,1.7,12.4
6193,9,2.8,2.8,7.6
1948,3,18.4,1.8,2.7
4165,2,19.0,4.7,2.4
1572,0,27.8,3.7,1.7
808,4,8.3,2.3,3.3
3232,12,3.6,1.2,13.9
3946,2,25.5,3.8,2.6
11,3,24.5,3.1,3.0
2025,0,23.7,4.2,0.8
5013,0,4.6,0.2,0.9
5547,0,16.9,3.1,1.2
176,5,4.7,0.4,4.4
5090,0,15.6,3.8,1.4
2488,6,4.8,0.7,7.5
3886,0,22.3,4.0,4.6
2569,0,25.0,8.0,0.9
3520,0,1.6,1.1,1.1
3760,1,10.4,6.8,2.9
5351,0,0.5,3.7,0.3
3282,15,4.1,2.6,13.8
1664,2,10.9,4.2,2.5
2191,7,7.2,5.2,6.3
6449,3,2.9,1.6,3.3
3370,8,1.5,0.0,7.9
5886,1,2.6,1.1,2.8
2660,1,3.7,2.6,1.7
4252,7,24.1,4.7,7.6
3578,2,25.1,4.5,1.9
5556,8,4.9,2.5,6.5
2046,0,1.7,0.6,1.1
5946,2,11.5,1.9,5.9
2624,0,8.1,0.0,1.5
3410,10,14.3,4.2,9.2
6101,4,20.2,2.5,4.2
1185,1,24.4,4.2,1.0
1006,8,1.9,2.5,7.2
3569,8,1.2,0.0,8.1
3737,0,28.3,7.5,1.2
4656,2,7.7,1.7,5.3
5006,0,5.4,4.1,0.2
5407,0,14.9,2.1,1.7
2049,13,3.9,1.6,10.2
4011,14,18.2,6.5,10.2
269,0,20.4,4.0,1.5
1993,0,24.0,3.6,0.9
265,2,25.0,3.8,2.2
914,2,20.8,10.4,4.4
2278,2,15.9,3.7,3.3
2231,2,4.7,0.8,2.0
290,0,20.7,3.9,4.9
2912,9,25.3,2.9,9.1
4969,0,2.1,2.0,0.5
2093,0,23.6,2.7,0.8
4571,1,4.2,1.1,2.5
1652,0,25.3,7.7,0.8
6056,0,14.6,11.1,0.9
4141,5,7.3,0.8,3.5
4257,4,12.9,4.7,4.0
3039,4,15.0,4.8,6.4
2677,4,7.0,0.2,2.7
288,1,12.1,3.3,4.9
3107,0,12.3,2.5,0.9
6412,0,2.7,4.5,0.6
6044,0,3.8,8.1,1.1
575,0,21.3,6.2,0.9
850,2,5.0,2.2,2.9
3883,7,3.4,1.8,7.5
5007,1,15.1,5.5,1.2
5350,2,5.6,2.7,5.2
5929,1,18.5,4.7,1.7
1722,3,3.3,1.9,3.9
6229,0,19.5,6.8,0.9
5831,2,14.5,3.3,4.8
5028,0,20.2,8.3,1.0
3949,8,6.2,1.3,8.8
1100,0,16.4,2.0,0.7
1207,0,23.4,9.7,0.8
1843,0,24.9,5.0,1.1
1848,0,25.6,5.5,1.0
2524,0,23.0,5.6,1.0
3947,7,6.7,4.4,6.3
1694,0,26.1,3.0,0.8
4181,1,18.0,4.0,6.1
4565,3,11.7,3.0,6.0
3960,2,3.0,0.0,2.2
233,1,2.7,12.2,1.6
3332,9,26.4,4.6,9.8
5781,0,24.2,3.7,1.2
2647,5,4.4,1.2,4.8
4041,13,2.5,3.3,18.2
1711,0,22.9,5.8,0.8
182,1,8.0,4.9,1.3
5084,0,2.9,4.3,1.1
5096,3,10.9,2.6,6.8
5737,2,16.7,3.8,4.7
5452,0,1.6,1.3,0.0
1462,10,24.7,4.0,7.7
49,0,3.4,3.8,0.0
6342,0,24.5,13.3,0.9
5354,0,6.4,3.3,1.1
4582,0,20.6,6.6,1.0
6410,0,19.0,3.9,6.2
6004,2,9.7,2.0,2.4
106,2,17.8,2.8,4.6
443,3,4.4,3.2,4.9
1954,0,12.8,2.2,1.2
4742,1,7.3,3.2,4.6
5858,0,24.1,5.2,0.7
726,0,23.9,3.6,0.8
2238,0,24.4,4.7,0.8
5952,0,30.8,3.5,0.9
2330,9,9.7,3.4,7.7
4125,0,4.7,4.7,0.1
169,2,6.2,1.3,1.9
1001,6,1.3,3.2,5.8
3252,11,11.6,3.3,10.9
2148,0,25.6,2.0,1.1
197,2,27.5,3.5,2.1
4591,1,12.3,3.1,1.2
6122,6,18.9,2.2,5.9
3793,2,24.6,4.6,2.7
647,7,22.2,2.9,3.7
3035,3,27.6,4.1,3.3
4140,2,2.1,4.3,2.5
3733,1,20.4,7.7,1.6
2758,0,26.4,5.9,1.0
373,3,1.8,1.9,7.0
4774,0,20.0,7.3,1.0
566,0,27.0,3.5,2.1
3720,0,23.7,4.3,3.0
2895,1,24.1,5.7,1.5
4556,2,17.6,9.4,6.1
6028,8,13.4,6.3,6.1
3485,10,24.4,4.9,9.1
1155,1,22.8,4.0,2.5
4135,0,23.1,5.0,2.8
973,1,24.3,5.1,2.6
3287,12,14.1,4.6,10.8
3627,2,2.1,1.0,6.0
3638,0,26.0,5.7,2.7
5882,3,14.3,3.6,6.6
5594,21,3.8,1.6,21.1
1835,0,24.1,11.7,1.3
2308,0,23.0,8.0,0.9
1840,3,0.5,3.7,6.4
6179,4,26.0,5.2,2.9
4923,2,9.4,2.6,5.7
6031,3,3.9,1.9,4.4
2044,1,19.2,3.2,1.4
4405,16,25.2,6.0,15.7
4372,1,15.9,2.7,0.9
4732,3,9.3,2.9,3.7
4750,0,3.9,4.5,0.4
4718,0,4.8,2.3,0.8
5955,0,15.9,2.1,3.9
844,9,18.6,5.1,8.9
4489,5,8.0,2.6,3.1
2155,0,23.4,10.5,0.6
349,4,1.6,5.6,4.4
784,9,25.5,4.0,5.7
47,0,25.4,2.3,0.7
6074,3,18.1,5.4,3.0
6347,1,9.8,3.9,1.7
3651,6,18.7,4.9,7.9
5751,0,24.1,5.7,0.8
6165,15,12.2,3.7,12.6
4498,0,1.7,0.7,3.8
4018,14,25.6,5.4,14.6
5203,0,26.6,5.4,0.7
5250,0,24.2,3.1,0.8
1439,8,3.7,3.0,7.0
6437,0,11.6,3.4,1.3
6097,0,5.2,0.0,0.5
5085,0,3.2,0.1,0.0
1865,0,25.6,2.9,0.8
5406,0,16.5,4.2,1.8
3195,0,22.5,3.5,0.8
33,8,16.2,3.2,7.0
787,4,25.0,3.6,3.3
5139,0,3.4,2.6,1.2
4577,0,15.4,5.2,4.2
5339,1,6.7,2.3,5.5
2627,0,27.2,6.2,1.2
931,1,24.7,5.3,1.6
2404,6,6.9,3.2,5.6
1685,0,26.0,4.8,1.2
1248,0,24.3,3.5,1.8
4855,1,11.7,3.1,1.7
92,3,12.0,3.4,5.0
5271,0,21.7,3.9,1.0
5511,0,20.0,1.9,2.4
5437,6,19.8,2.8,6.1
5568,2,3.2,0.8,3.6
2851,0,1.9,3.5,0.6
2793,6,7.8,2.3,5.8
5703,1,24.2,5.1,2.9
764,2,16.8,3.2,3.7
2988,9,4.8,2.4,7.4
5469,2,12.0,2.1,6.4
6047,0,4.9,1.3,1.4
2448,2,7.0,3.6,2.4
1728,0,25.5,6.8,1.0
257,3,13.7,2.2,6.4
5040,0,3.3,0.6,0.1
1219,1,24.8,0.7,1.7
1161,6,25.1,6.9,5.9
772,5,23.7,2.8,4.8
5582,0,20.0,2.6,0.9
6345,0,13.9,6.5,2.9
312,0,21.0,4.1,7.4
4386,0,21.4,4.9,3.4
4032,0,26.8,10.9,0.0
4859,0,19.5,6.8,1.1
2997,13,25.0,3.9,9.0
4279,0,27.3,5.2,0.7
1176,11,25.4,4.8,9.7
3896,2,4.1,1.8,1.8
1349,1,9.8,1.8,5.0
3775,3,20.7,5.0,3.4
3116,11,16.0,3.6,11.6
3516,3,1.1,2.1,3.8
2298,1,21.3,3.1,1.3
2871,0,23.0,7.9,0.8
5195,0,3.4,1.5,1.4
391,0,4.9,3.7,0.8
6015,0,2.6,1.7,0.7
1456,8,16.8,3.8,6.6
1092,7,7.5,2.0,6.4
6118,1,5.5,2.4,2.9
3239,4,2.9,3.8,4.3
5000,0,5.1,1.4,1.5
2778,0,23.8,3.3,0.7
4462,5,6.9,2.2,4.8
4441,2,4.0,2.0,2.2
3656,17,10.9,3.3,17.0
2583,0,22.3,3.9,0.8
3257,3,3.6,1.6,3.0
1372,14,23.2,5.1,12.6
5735,2,11.7,2.0,4.5
919,1,5.2,3.6,2.5
4307,10,7.7,3.8,10.9
5699,1,11.2,2.6,3.2
2550,0,0.9,0.8,1.1
537,1,24.6,3.7,1.9
1220,0,22.1,1.8,0.7
4271,1,33.2,4.1,2.6
