,DRIBBLES,SHOT_DIST,CLOSE_DEF_DIST,TOUCH_TIME
674,0,18.6,3.3,0.8
6285,5,17.6,5.3,7.0
212,11,17.0,2.6,14.2
2142,0,22.6,0.0,1.5
1627,1,17.1,1.4,1.5
3324,6,6.3,1.4,5.6
2108,5,5.1,3.1,5.3
3988,0,0.9,2.5,1.0
396,20,13.3,3.7,17.7
278,1,16.5,4.0,4.0
5015,0,4.6,2.6,1.1
4175,9,26.1,5.5,9.0
6130,0,6.6,2.5,1.2
5204,1,17.8,2.6,2.1
3723,10,5.6,2.0,7.8
422,9,25.3,4.9,6.3
1060,0,22.3,3.5,0.7
6413,0,24.2,6.2,0.7
661,3,5.2,1.2,4.0
5971,0,19.5,4.7,4.4
4454,0,24.7,12.1,0.9
62,7,14.5,2.7,7.6
5833,2,13.4,5.0,4.7
1271,8,18.6,6.4,5.9
4269,3,14.1,2.2,2.2
77,3,19.0,4.0,3.3
5770,4,13.5,2.7,2.3
1256,5,4.7,0.6,4.2
1046,0,1.2,5.4,0.9
823,4,2.9,3.1,5.3
6188,1,26.9,4.3,1.1
5620,0,16.7,3.8,4.0
5732,0,27.3,5.5,0.8
546,0,6.8,1.8,1.4
3507,6,19.2,3.6,4.8
2203,0,25.9,2.9,0.9
3560,25,15.2,5.5,19.2
767,0,4.9,5.2,0.8
6205,1,25.4,7.9,2.6
2185,2,19.8,3.9,2.0
3892,5,24.5,10.2,3.7
3854,0,27.2,4.9,4.3
4036,6,29.8,5.0,6.4
951,8,14.5,4.5,6.8
6240,3,25.2,3.6,3.7
1012,0,3.5,3.4,1.1
4244,3,5.3,3.4,4.8
2199,0,26.8,6.4,0.8
360,12,13.0,2.1,13.0
1557,0,23.0,13.0,1.2
584,4,24.7,4.5,4.5
1905,2,13.7,4.1,2.6
3028,2,6.5,3.7,2.4
3098,8,20.7,2.6,8.6
5744,1,13.7,2.8,6.2
5774,0,18.3,2.6,1.1
2464,0,19.5,5.1,0.7
667,0,18.5,4.9,1.2
4579,0,4.9,1.3,1.4
5031,4,5.2,2.2,3.2
3286,2,5.1,2.5,4.3
3788,1,8.0,3.2,1.4
4691,0,6.1,1.3,1.2
4809,0,4.1,3.6,0.4
423,0,24.8,4.8,1.0
6158,0,21.2,3.9,0.5
139,1,38.6,5.7,2.1
414,0,19.7,3.6,0.8
5384,6,24.3,4.0,7.4
1423,4,1.0,4.4,3.4
2516,10,26.2,6.1,11.1
6011,4,2.6,2.3,5.0
6262,2,11.2,3.2,4.6
4630,0,19.6,10.7,0.9
2258,0,1.7,2.2,0.7
6395,1,3.5,0.3,1.2
156,3,15.2,2.1,6.2
4284,1,23.9,3.0,1.4
3976,9,20.9,4.6,8.1
2643,0,25.5,5.6,0.6
2572,0,22.9,8.4,0.9
5014,0,17.1,7.3,0.9
2317,0,25.5,6.6,0.6
1124,5,24.9,6.6,3.9
5574,2,19.8,3.5,4.5
2116,0,22.7,20.2,1.6
940,9,1.4,3.6,5.9
4352,0,23.4,3.4,0.9
3070,8,18.3,2.3,11.3
5700,0,2.8,4.0,2.4
4364,6,19.5,2.9,7.5
3278,10,17.8,4.0,10.4
668,2,14.9,5.3,7.1
1909,5,25.1,4.0,5.1
1111,5,26.2,4.3,4.6
3120,2,12.6,4.7,1.7
1876,2,26.0,4.4,2.0
5008,0,1.7,0.1,0.4
5537,2,14.2,4.2,2.2
3319,0,1.0,2.6,1.0
75,5,22.3,3.4,5.0
2645,0,25.6,6.0,0.8
6337,11,3.9,0.1,10.7
1493,0,24.3,5.6,1.0
4530,3,9.9,3.1,2.3
2443,0,17.3,3.9,1.0
2534,0,24.0,5.3,0.7
1645,6,7.1,1.8,5.0
2749,11,7.8,0.9,9.6
1879,0,24.8,8.6,0.8
3481,4,6.3,3.1,4.8
5032,0,10.0,7.5,0.6
1258,0,3.8,2.2,0.5
4455,5,15.9,4.5,3.4
3838,0,24.5,6.7,1.0
4788,2,6.7,1.8,4.1
2352,2,9.3,4.5,2.5
2019,0,0.6,2.1,0.2
4098,11,14.4,4.1,11.1
3567,2,9.0,2.5,4.2
6304,1,17.9,2.3,1.4
789,0,19.7,2.6,0.9
5331,2,4.2,3.4,6.2
5817,0,19.5,3.9,0.7
294,4,9.8,2.2,11.5
4741,3,5.6,1.7,7.6
1632,0,20.2,3.8,0.6
3686,6,25.3,5.3,7.9
3597,0,27.1,3.9,2.0
5867,0,5.0,3.9,0.3
4912,0,3.4,4.2,0.7
5370,0,24.3,11.3,0.0
6071,0,21.5,4.7,0.9
2120,2,2.9,11.6,3.7
6300,3,5.3,3.2,3.8
1145,0,22.5,3.5,2.0
1960,2,25.0,3.7,8.0
5676,1,4.5,0.8,2.1
3909,0,19.0,4.9,4.2
2,3,24.8,3.6,5.2
964,0,27.1,5.2,1.0
5652,0,21.9,6.9,1.0
2287,6,10.2,3.6,4.8
653,0,23.0,6.6,0.7
3165,8,19.7,5.2,6.6
5111,0,13.6,7.0,0.8
3848,0,20.0,4.3,2.7
744,1,21.6,8.3,1.1
259,0,22.7,4.4,0.8
2866,6,15.7,5.3,6.5
533,1,18.0,2.1,2.0
633,4,18.0,4.4,3.8
556,1,7.9,2.0,1.6
4884,0,3.1,0.9,0.0
590,4,19.9,3.1,4.5
4007,5,5.9,3.0,5.1
886,9,27.0,6.6,7.6
4368,11,10.4,3.3,13.0
5872,0,24.8,4.8,0.7
495,0,24.8,3.8,1.2
4585,0,6.8,3.3,1.0
362,6,6.8,1.8,7.0
2027,0,24.7,4.5,1.1
4525,3,9.3,5.5,3.8
1150,5,24.9,2.5,3.6
3759,1,2.9,2.5,1.4
4189,3,9.7,2.2,2.7
5340,0,24.3,9.2,1.0
3572,8,12.7,2.7,5.5
662,7,13.6,1.8,7.0
993,2,16.0,2.2,3.4
648,5,31.7,1.7,6.3
2082,0,24.8,3.2,1.1
2167,0,24.5,3.5,0.7
1712,6,6.3,3.7,4.9
70,16,23.1,3.5,15.8
5805,1,14.8,4.5,2.8
3939,16,27.8,4.3,15.0
2937,8,13.5,5.3,6.5
3054,3,1.8,2.7,4.0
1686,0,22.7,9.7,0.6
6081,0,21.1,7.6,1.0
1312,14,6.9,0.5,12.2
5492,1,12.4,4.1,1.9
2221,1,24.3,1.0,1.8
906,0,24.3,12.6,0.5
4435,6,7.0,2.3,5.5
2289,0,8.6,1.5,0.0
3148,0,25.5,5.3,1.2
3816,18,25.2,4.0,18.7
4100,0,27.1,3.9,2.3
4236,3,4.6,3.9,6.6
6321,0,14.7,3.7,1.6
4551,10,3.4,3.8,10.9
4444,6,9.3,3.5,5.3
4816,0,17.6,4.8,0.2
4936,6,4.2,0.2,5.7
9,0,20.2,4.0,3.6
873,3,4.9,2.6,3.3
3925,0,20.5,4.6,6.4
4632,0,21.3,15.5,1.2
3063,13,14.7,2.5,10.7
4975,6,7.9,1.5,7.7
4906,0,3.5,4.7,0.6
4595,0,5.0,3.7,0.6
4573,0,21.1,5.6,1.2
5875,2,13.9,4.2,5.2
4754,0,6.8,2.7,0.9
5580,2,20.4,5.1,4.8
4442,0,23.6,5.5,2.1
5776,2,6.5,5.8,4.5
284,3,10.4,4.1,6.0
2036,7,19.7,3.0,8.4
3408,1,3.9,6.7,2.0
4275,0,25.0,6.8,0.8
2950,10,18.1,5.1,9.7
1897,1,25.8,3.6,2.2
2498,0,18.4,4.2,0.8
3115,8,13.4,6.3,6.1
2654,5,14.9,3.0,3.8
3164,0,24.2,8.8,0.8
4138,0,27.8,10.9,0.9
5795,3,18.6,4.1,4.7
2196,0,27.5,6.0,1.3
2310,1,4.7,2.8,1.4
498,0,3.2,2.2,0.9
5611,1,2.6,3.6,1.7
5584,4,12.6,1.9,7.7
3468,8,24.5,1.9,8.6
379,1,15.5,2.4,2.3
4618,0,2.1,1.8,0.0
4224,2,19.3,4.2,6.7
4314,13,16.8,5.4,12.7
1052,3,11.6,5.3,2.8
190,11,25.8,5.5,9.2
2924,5,2.7,2.4,4.5
1720,0,24.7,8.9,0.9
3953,0,0.5,9.7,1.4
2969,18,3.6,0.8,12.0
20,4,10.7,3.5,5.0
3521,3,5.4,0.2,3.3
3642,0,12.8,2.4,2.3
3653,6,25.2,4.8,7.6
3464,0,24.5,5.5,1.0
2020,0,18.7,2.2,0.8
6247,0,24.6,3.8,0.8
3728,1,15.0,5.5,5.8
2661,0,24.6,5.7,1.3
4797,0,2.7,4.5,0.6
208,1,15.6,2.5,1.4
4424,9,28.8,6.9,5.3
2837,3,3.5,0.5,4.0
3430,11,1.7,0.2,11.8
5880,7,6.2,1.2,6.8
4572,0,19.4,9.7,0.9
150,3,15.5,3.7,3.7
22,0,25.8,3.3,1.6
4999,2,5.4,0.0,6.4
3085,0,25.7,2.1,1.0
2501,2,13.9,2.7,2.1
1331,2,26.4,4.0,3.3
5813,0,23.6,4.6,1.1
657,0,20.3,3.4,3.2
2705,6,24.4,4.1,5.5
2905,3,19.3,1.9,2.8
1382,0,24.0,6.8,0.9
1807,2,19.1,5.6,2.0
3326,0,23.4,5.3,0.8
1962,1,11.8,1.4,1.7
4540,2,1.2,3.9,2.8
550,0,22.5,7.3,0.9
5729,2,18.1,4.0,2.0
4724,0,0.3,0.5,0.0
4101,15,2.5,3.5,17.8
4829,1,9.8,2.0,1.7
4580,0,20.0,5.8,1.0
939,0,1.0,2.1,1.2
4369,12,24.9,5.4,10.4
3894,2,1.4,3.9,4.0
2421,2,1.1,2.7,2.8
4387,3,3.9,3.5,2.8
2103,0,17.6,3.1,0.3
1527,7,18.7,3.9,6.0
340,6,9.6,3.4,4.8
2948,4,24.4,5.9,4.5
420,0,16.1,2.1,1.0
761,2,24.3,7.7,3.9
2389,5,27.2,5.1,4.9
2772,0,26.1,6.2,0.9
5083,0,3.9,0.5,1.1
864,17,28.3,6.4,15.8
1868,1,16.5,2.7,1.9
2388,0,24.8,10.9,1.1
2955,0,2.8,1.6,0.4
3157,3,1.6,2.7,2.6
6385,0,16.5,5.5,0.9
769,0,19.8,3.5,1.1
884,1,25.0,3.5,1.8
4926,0,16.1,9.1,0.8
4139,2,4.3,3.6,2.4
3412,2,20.7,4.3,3.3
1286,5,27.0,5.8,4.8
5572,3,20.4,4.2,5.7
3366,0,2.9,1.8,1.5
710,8,14.5,3.3,6.7
5968,0,23.9,5.9,0.8
6021,8,3.1,0.0,10.8
98,3,13.9,3.8,5.1
890,5,23.1,5.3,5.9
4533,2,13.2,4.3,2.5
1982,1,18.0,3.4,1.9
5839,0,25.4,4.2,0.8
3774,13,8.4,2.8,14.2
3169,11,3.9,0.1,10.7
1039,19,24.4,4.7,18.7
6414,9,18.2,4.1,8.0
5970,0,3.4,1.5,1.1
5742,1,13.6,2.5,3.8
1062,0,3.2,3.6,0.5
5593,4,24.0,2.9,3.2
3856,7,7.4,3.0,6.4
3959,0,4.2,0.7,1.0
1465,4,29.3,5.0,4.2
4242,15,15.3,4.8,12.0
5034,0,6.3,3.5,0.7
1991,3,10.9,5.5,6.3
5438,1,4.2,2.8,1.8
1398,1,3.4,2.4,2.9
670,2,25.3,3.4,2.0
1262,9,19.3,4.4,10.1
4800,0,19.5,6.0,0.8
2766,7,25.8,4.2,7.1
2631,0,26.7,5.4,0.7
5433,9,22.1,4.8,8.4
2022,0,1.0,3.6,1.1
1196,1,23.9,9.1,1.6
416,3,18.4,4.0,4.2
4479,0,23.0,7.3,1.2
6391,1,5.0,1.1,6.9
3484,9,23.9,1.5,5.8
5358,8,3.5,2.8,7.0
6100,7,25.7,1.4,6.0
5760,1,4.1,2.8,0.5
4164,3,18.1,4.1,3.0
4715,0,5.2,1.5,0.9
1011,0,21.7,4.3,0.7
5237,0,24.3,5.0,0.7
1236,7,6.1,3.2,9.8
2411,3,2.0,2.8,2.9
1703,0,26.9,5.8,0.8
2982,16,4.2,1.9,14.2
898,1,22.7,1.5,1.6
5810,1,2.9,0.6,5.1
200,2,20.9,4.9,3.0
1727,1,18.7,2.1,0.9
3125,0,17.0,1.8,0.6
3023,1,13.6,1.1,1.8
3955,0,25.0,3.5,0.7
734,3,9.3,3.6,5.2
4600,1,17.7,4.7,2.6
1206,4,24.8,4.5,8.4
4223,9,18.7,8.2,8.4
3024,1,16.3,2.9,2.2
599,6,15.4,3.3,5.6
4361,2,5.4,1.4,2.3
400,3,28.3,2.8,3.0
4380,1,25.0,5.9,3.0
1776,0,23.2,7.3,0.7
5657,4,25.6,5.0,6.6
514,0,24.8,3.2,1.5
4214,2,0.1,3.4,4.4
3197,0,22.8,7.6,0.8
4665,3,9.7,2.8,7.0
3546,14,7.2,3.9,12.1
5249,2,7.8,2.5,3.0
814,5,9.2,3.2,3.8
3615,3,10.3,3.1,2.5
2206,1,16.2,2.7,0.8
891,6,1.7,2.9,6.5
1505,0,24.0,6.2,0.7
5936,8,3.9,2.3,7.2
4820,0,19.6,11.5,1.0
3709,4,18.3,3.0,8.3
4247,1,15.8,2.7,7.2
1035,1,0.8,3.9,1.8
6116,0,25.0,5.5,0.9
219,28,11.7,3.4,19.6
2265,1,24.9,6.0,1.7
6162,4,9.9,3.0,3.4
2995,13,6.7,3.9,11.7
3866,0,27.2,4.7,1.1
4277,1,3.6,3.7,1.8
2985,5,24.4,2.6,5.3
133,15,19.8,3.6,13.0
5336,1,17.5,4.0,6.1
5691,0,23.3,4.4,0.8
2321,0,25.9,5.6,1.5
4865,0,4.1,2.2,1.6
821,0,23.1,4.4,0.6
5912,1,1.1,1.4,1.7
1509,0,21.7,3.7,0.7
1414,3,10.4,5.7,3.4
516,0,24.8,3.6,1.3
4488,1,22.0,3.5,3.5
2945,7,10.1,5.2,8.2
6189,15,13.3,4.2,15.2
4249,3,19.9,4.6,3.6
3295,5,26.9,6.2,3.4
3389,0,11.8,8.9,0.9
5365,0,13.0,2.3,0.8
5254,2,9.0,2.4,2.8
600,0,19.2,3.5,4.1
3426,0,24.1,10.6,0.9
6388,10,3.4,1.7,7.6
5200,1,24.4,5.5,1.4
5233,0,13.8,3.1,0.8
3397,2,25.4,4.0,2.5
3517,4,1.2,1.7,4.1
854,14,23.0,4.4,14.9
487,15,26.1,0.9,11.2
4614,1,7.6,2.6,1.2
2801,9,24.4,3.0,6.0
592,2,20.2,2.5,2.2
1608,23,25.4,4.5,16.8
5416,1,5.9,1.4,3.8
4233,10,24.8,4.0,7.6
1734,0,17.4,2.9,0.6
99,4,25.5,4.6,4.0
3414,6,4.3,2.7,6.6
4881,0,3.6,4.5,0.7
2132,2,10.9,2.6,1.7
5145,0,7.4,3.9,0.9
413,2,19.6,3.1,2.4
357,5,0.8,2.6,7.4
5411,0,1.2,3.7,0.5
2650,0,22.8,7.5,1.3
4796,0,3.4,1.1,1.3
3931,2,9.0,5.3,3.6
15,1,21.5,8.8,2.2
1961,2,24.0,2.8,5.4
203,1,3.8,2.5,1.6
36,3,19.3,3.9,3.2
435,5,14.5,4.6,5.5
589,5,3.7,0.2,9.9
1965,3,8.3,3.8,3.5
4991,0,2.3,1.5,0.0
4674,0,3.0,1.2,1.0
4121,0,22.8,3.8,4.7
12,2,12.6,3.0,5.2
5345,0,23.9,5.4,1.2
1448,0,2.9,5.1,1.3
4350,2,4.4,2.6,2.2
5552,1,8.3,2.8,6.3
5212,0,24.3,5.1,1.1
1530,0,24.4,3.1,0.9
540,6,1.5,2.2,7.1
5413,0,24.3,5.9,1.0
6268,2,0.4,2.8,2.0
5157,2,13.3,4.0,2.5
6456,0,26.0,5.5,2.4
5109,0,2.7,0.7,0.6
1495,0,24.3,4.4,0.7
4213,3,16.8,3.1,5.0
2714,8,3.8,0.9,8.1
6219,11,7.0,0.0,10.0
2527,0,26.5,2.3,1.1
287,1,18.1,2.6,1.0
5746,1,15.5,4.8,4.0
4096,3,17.5,5.3,3.4
2201,0,23.7,4.6,1.2
4626,2,4.4,1.8,2.1
5060,0,5.9,2.7,0.9
2780,4,26.0,4.8,4.0
2307,1,20.6,4.8,1.7
1968,4,1.8,3.5,4.0
705,13,20.1,2.9,10.2
5387,1,13.8,2.5,1.4
4402,2,2.4,6.1,3.1
1980,1,10.4,3.5,1.2
439,4,25.3,4.9,2.9
5554,4,31.0,4.6,6.8
2117,1,24.3,9.5,2.6
5829,11,24.5,2.3,6.9
924,0,25.7,11.1,0.7
1688,0,4.4,6.1,1.2
1689,0,10.0,3.7,1.1
6142,1,11.6,1.8,1.9
4955,0,19.6,5.0,1.1
5529,0,19.0,3.7,0.5
3283,4,3.0,0.6,3.5
1134,6,3.2,0.6,8.2
4005,5,19.0,2.7,6.3
1108,0,2.2,2.6,0.6
6175,3,0.9,1.2,4.1
2968,0,15.2,2.1,1.7
4790,2,8.0,1.2,2.8
2878,1,23.5,3.5,2.7
3340,0,24.4,7.1,0.7
768,3,2.8,28.7,2.4
5245,13,21.2,4.5,11.2
6234,9,14.5,3.6,8.0
6411,0,1.2,1.0,0.7
4211,6,4.6,2.3,5.0
1919,0,21.2,3.9,0.5
2138,0,25.0,5.7,0.7
4959,0,6.7,2.9,1.0
795,0,26.6,5.8,0.8
2873,0,24.8,5.4,1.4
6440,0,5.1,2.1,0.0
637,2,1.8,1.0,3.0
3499,8,8.5,0.0,6.9
384,0,6.7,1.8,5.9
3984,4,24.7,5.0,4.5
1325,0,23.0,13.5,1.1
5485,0,24.3,4.3,1.0
4058,1,24.7,7.9,4.6
4596,0,20.8,6.9,1.0
5359,6,5.9,2.3,8.2
4952,0,0.6,0.0,1.0
1177,1,25.2,5.4,2.0
157,0,24.7,2.9,0.8
438,9,19.2,3.6,8.9
2686,8,7.0,0.4,5.6
3858,5,3.3,1.8,4.4
1569,0,30.3,3.8,1.4
6371,4,16.8,6.8,4.0
1237,1,7.7,5.7,2.0
5356,2,3.3,4.7,3.0
2304,4,16.8,6.8,4.0
6180,0,27.0,7.3,1.1
3143,2,2.4,3.2,3.0
4714,0,5.2,0.0,0.5
5800,1,3.8,3.0,5.1
5176,0,1.0,0.5,0.1
5786,0,13.7,3.7,4.3
3722,18,25.6,6.2,19.3
4983,2,5.9,0.9,1.8
3462,7,2.8,2.6,6.2
5530,0,24.5,4.3,1.0
3048,0,18.8,2.7,0.4
1539,4,26.0,5.2,2.9
4473,2,25.4,4.8,3.7
6146,0,2.3,2.9,0.8
5293,1,20.6,4.3,3.4
461,10,19.2,3.8,11.0
3868,2,4.6,2.2,3.7
813,0,22.2,3.0,0.6
2031,0,3.3,2.2,0.9
3234,0,24.3,6.4,0.9
4147,11,14.9,1.8,13.8
1793,2,25.1,3.7,2.1
1054,0,19.1,5.1,1.2
3044,10,27.6,5.4,10.7
4563,0,27.1,4.3,2.3
2218,4,18.7,4.4,3.5
1806,0,23.3,3.1,2.4
3839,4,25.6,3.5,4.5
5328,0,12.9,4.2,1.5
4363,0,13.0,10.0,-4.3
1180,8,3.2,1.4,8.5
177,0,24.6,4.2,0.8
3145,0,2.6,1.7,0.7
2157,0,15.8,5.4,1.4
736,3,27.4,4.0,3.2
5740,1,17.0,4.2,1.7
4053,0,2.8,0.0,0.0
3073,2,4.1,1.9,4.4
3251,5,20.5,1.9,3.6
689,0,2.8,1.6,1.0
3487,2,25.9,2.7,2.2
1533,2,23.7,5.1,2.3
191,0,24.0,4.4,0.8
2273,3,26.5,6.2,4.0
652,5,25.4,3.9,5.8
5342,0,2.3,9.1,1.0
4937,0,1.6,2.2,0.8
2087,2,11.0,4.1,4.2
2638,1,24.7,3.8,1.4
1458,3,19.6,7.1,2.5
6420,6,25.2,4.8,7.6
4762,0,6.9,2.5,1.0
895,0,24.9,6.4,0.8
5736,2,22.3,4.2,4.9
1732,0,24.2,1.6,0.7
5614,2,6.9,2.3,4.9
2355,0,21.7,6.1,0.7
127,6,25.1,3.3,6.6
2165,0,22.1,3.8,0.7
5460,0,3.1,2.2,0.9
6394,0,21.2,3.9,0.5
819,4,24.7,3.4,4.2
2562,2,20.6,2.7,3.0
3659,9,6.4,2.6,8.7
5855,0,24.7,3.8,0.9
3396,11,16.1,3.1,10.0
30,10,18.8,5.1,11.4
5057,0,4.0,0.9,1.0
5976,0,12.6,5.2,0.2
3203,0,22.9,3.6,0.8
5994,0,24.7,4.4,1.0
3922,6,5.5,0.5,4.7
4539,8,5.1,2.1,9.6
3744,2,16.5,3.4,5.5
5202,0,21.4,2.6,0.7
3470,1,23.2,4.3,3.3
927,0,2.9,1.8,1.6
2840,0,22.0,14.8,1.0
6213,0,25.7,10.9,1.2
450,2,27.3,4.5,2.9
2827,0,25.0,8.4,1.2
3179,2,27.6,4.3,2.8
1119,8,7.2,0.7,6.8
3150,4,6.7,1.0,7.7
1781,2,17.0,4.4,3.4
3991,17,12.6,3.7,14.5
324,7,4.5,0.7,6.3
6143,1,9.5,3.0,2.6
3086,7,5.2,1.9,6.9
456,0,2.2,2.8,0.8
1353,3,3.2,5.2,4.0
6442,0,24.4,7.1,0.7
6051,0,2.0,1.4,0.2
2894,14,20.6,6.7,15.7
5671,1,4.7,4.2,1.1
4228,0,27.4,4.9,4.1
4506,1,25.6,4.3,2.4
5902,0,24.7,4.5,1.4
2062,0,20.0,3.7,0.6
1881,2,8.3,2.1,3.9
1736,0,24.4,5.8,0.7
409,3,16.9,4.4,4.4
2520,3,5.5,1.8,3.9
5759,0,24.8,9.7,0.8
2434,0,24.0,4.4,0.7
4504,4,2.2,4.2,4.2
136,3,25.1,4.5,3.8
3123,0,21.5,3.1,0.9
2128,0,17.2,4.9,0.5
2930,0,24.7,3.2,0.7
5697,0,3.0,1.2,1.2
6144,4,16.8,6.8,4.0
801,2,18.9,3.3,2.2
4698,0,6.1,1.7,1.2
2943,3,25.2,3.6,3.7
4984,0,16.0,3.5,0.7
532,3,21.0,3.4,2.6
2280,1,17.4,3.2,1.8
5180,0,3.7,1.6,1.4
4706,0,3.2,0.8,0.6
4072,0,33.6,4.1,4.6
4080,7,7.3,1.2,6.8
3823,3,8.4,2.2,1.9
5412,0,25.3,5.7,0.8
2651,0,24.2,5.2,0.7
539,1,3.9,1.8,1.5
3309,0,24.5,7.2,0.8
5677,3,18.6,3.3,4.7
4370,3,24.2,5.3,3.4
4029,1,1.7,4.7,2.5
2885,4,26.1,2.8,4.2
34,7,25.2,5.2,5.8
6214,5,6.6,0.0,5.7
3557,2,13.0,2.8,3.6
3131,0,12.2,4.9,0.0
743,0,25.0,7.1,0.7
2599,1,4.6,3.3,1.5
3710,1,20.3,4.5,2.6
903,10,7.4,4.1,9.3
3329,2,6.7,1.4,2.6
262,0,21.1,2.6,1.1
1916,0,20.6,7.6,1.9
3258,4,24.7,7.0,3.8
4867,0,2.1,9.4,0.8
2296,3,3.3,1.8,3.3
6355,1,9.8,1.8,5.0
3190,11,5.4,3.8,11.0
4126,0,24.5,6.0,1.3
3747,0,25.0,4.4,1.2
4179,17,6.8,1.2,14.0
2936,5,12.4,8.6,7.7
2169,0,15.5,4.8,1.4
5166,0,19.7,12.2,1.2
497,17,17.3,5.2,17.4
1859,0,23.1,7.2,1.0
2478,1,4.9,3.2,1.7
4652,1,11.7,2.4,1.7
6339,13,11.3,6.6,9.9
3971,1,7.9,2.8,1.6
4717,0,7.6,1.2,0.8
997,4,25.5,8.5,7.6
3061,8,3.2,3.0,9.6
1662,3,24.6,12.3,3.6
4335,0,4.4,5.5,1.1
5184,2,7.0,1.7,5.9
2732,0,5.1,3.9,0.0
2777,0,24.3,12.7,0.9
4367,9,7.7,0.4,9.5
2081,8,15.2,3.1,4.7
112,0,22.7,4.6,1.2
3655,3,2.2,2.9,3.4
198,20,20.8,1.9,18.5
5016,0,1.2,0.8,0.7
2063,6,2.9,1.8,7.8
5555,0,16.3,2.8,4.7
4789,0,7.3,5.0,0.6
1844,5,5.7,3.4,5.5
547,1,17.9,2.3,1.4
4385,5,19.5,1.1,9.6
3834,2,16.9,4.1,5.9
564,2,16.5,1.9,3.3
2762,6,26.1,5.1,6.1
694,20,4.2,1.6,17.8
5788,2,10.8,2.1,3.8
3027,1,22.5,2.8,2.8
3262,0,24.6,5.1,1.0
2796,15,13.6,2.2,12.9
3528,9,2.2,1.8,8.4
3707,1,5.0,14.7,3.3
4449,4,25.2,4.5,5.0
1050,0,24.1,2.8,0.7
3401,5,6.4,5.0,5.2
704,9,9.9,6.2,7.9
4781,1,14.5,2.5,2.4
1332,8,5.2,3.2,6.3
2427,1,16.1,2.4,1.7
5396,4,16.3,1.3,3.3
298,0,25.0,4.1,0.8
1116,0,22.7,4.3,0.6
1399,10,8.1,0.0,6.8
4074,1,20.5,4.0,4.2
4197,0,4.4,3.4,0.7
1438,1,25.9,3.5,1.3
4206,0,24.5,3.4,4.9
240,4,25.7,4.8,4.6
1158,0,1.2,3.0,1.1
6127,0,23.5,3.7,1.1
455,0,16.2,4.4,2.9
5590,10,5.2,1.9,9.4
4292,4,11.2,3.4,2.9
3106,0,22.0,6.6,1.1
6423,0,28.3,7.5,1.2
105,4,24.1,5.4,4.5
1893,0,24.5,2.8,0.9
727,9,6.6,0.3,7.1
4167,0,2.3,2.7,0.4
4581,3,11.8,3.3,6.2
5427,5,33.0,3.6,4.4
4107,10,6.0,2.7,9.9
822,5,26.5,4.7,5.7
4728,1,1.7,1.5,2.2
4039,11,20.2,3.0,8.5
1005,6,25.6,3.9,4.7
196,15,9.1,2.4,13.8
5643,0,18.7,9.4,1.1
2653,0,18.0,3.8,0.5
3036,0,27.0,2.5,1.1
4445,0,3.3,3.1,1.0
5990,1,9.9,3.3,1.6
5540,1,5.2,2.7,5.6
4194,3,2.4,1.8,6.9
5641,1,3.5,1.1,4.7
6027,1,8.4,2.8,1.0
6353,5,24.5,4.9,5.2
3620,0,4.0,0.0,0.0
4283,8,19.9,6.1,8.1
3076,16,20.5,3.0,14.3
3399,6,3.4,2.3,5.0
1364,0,21.7,4.7,0.7
2456,1,4.6,3.0,2.1
2306,3,1.3,2.6,3.8
23,12,14.2,3.2,10.5
5628,0,2.0,1.4,0.3
636,2,8.7,2.3,3.6
5933,0,13.8,5.5,1.0
430,2,16.7,5.1,3.2
720,0,25.5,6.0,0.7
2843,6,6.4,2.8,7.7
5714,7,26.4,3.3,6.7
1678,4,23.4,1.3,4.8
4607,0,3.3,4.0,0.6
2662,1,24.3,7.1,0.9
2315,6,11.7,4.1,6.4
6370,17,7.1,2.3,12.7
3940,0,23.1,7.2,0.7
1305,20,19.6,3.2,18.6
3571,11,11.7,4.9,12.3
1210,5,23.7,3.2,5.6
2147,3,27.6,5.3,2.3
4987,0,2.2,2.9,0.8
5398,1,18.6,2.9,4.3
2327,5,5.9,4.0,5.7
619,0,21.6,6.1,1.1
4202,9,12.2,3.0,9.1
2623,8,25.3,1.3,7.6
5932,3,20.2,5.4,3.9
3622,2,20.0,5.1,2.2
5984,0,22.0,5.0,0.7
5639,0,16.2,4.3,4.6
3222,5,4.8,1.5,4.0
3782,3,4.6,1.0,2.8
5071,0,8.4,1.8,1.0
5366,0,1.9,2.6,1.6
5312,2,2.6,0.3,8.3
1932,0,26.2,3.3,1.9
3553,5,17.2,4.8,5.5
3758,3,3.5,1.9,2.4
3801,15,2.8,3.0,14.8
2508,3,26.3,4.5,3.7
6007,2,12.1,4.9,2.9
3026,0,24.4,9.8,0.6
5567,4,10.8,4.4,3.6
5907,5,10.5,3.9,5.9
717,1,29.3,6.4,1.4
6269,0,21.6,7.1,0.8
2407,0,22.7,2.4,0.6
4725,1,5.2,1.9,1.7
4478,1,18.6,6.1,5.9
2889,0,5.3,4.7,0.0
5720,0,18.9,3.0,0.8
527,2,5.1,4.0,3.8
2053,4,20.8,4.7,5.7
1657,2,2.3,2.5,3.9
2318,0,24.5,6.2,1.8
1947,1,24.7,5.7,1.4
2691,11,2.6,0.8,9.2
4846,3,7.2,0.3,5.7
5029,0,18.9,7.8,1.0
2750,8,25.2,3.3,7.3
5443,1,16.5,4.4,4.4
