,DRIBBLES,SHOT_DIST,CLOSE_DEF_DIST,TOUCH_TIME,SHOT_RESULT
14578,1,7.7,5.7,2.0,made
14579,2,6.7,1.8,5.0,made
14580,3,0.9,4.6,4.5,made
14581,5,27.2,5.0,4.8,made
14582,3,1.4,5.4,3.2,missed
14583,0,24.3,4.5,0.6,missed
14584,10,12.5,2.6,7.7,made
14585,4,19.9,6.9,3.7,missed
14586,6,24.0,4.2,5.3,missed
14587,0,21.3,5.4,1.1,missed
14588,5,24.5,5.7,4.5,made
14589,0,24.3,3.5,1.8,missed
14590,6,16.9,5.2,4.9,missed
14591,0,26.3,9.5,0.7,made
14592,0,25.7,6.7,0.6,missed
14593,0,4.5,3.7,0.8,made
14594,0,24.5,4.7,1.6,made
14595,5,29.3,5.2,5.5,missed
14596,0,27.2,5.0,0.9,made
14597,5,4.7,0.6,4.2,made
14598,3,26.2,2.5,3.1,missed
14599,0,3.8,2.2,0.5,made
14600,5,8.5,2.5,5.2,missed
14601,0,2.8,1.4,0.9,made
14602,1,15.2,5.0,2.1,made
14603,9,19.3,4.4,10.1,missed
14604,0,24.1,5.0,0.7,made
14605,0,1.5,3.5,0.4,made
14606,0,24.2,5.1,0.8,missed
14607,0,22.9,4.6,0.6,missed
14608,1,16.0,5.7,2.1,made
14609,10,6.2,1.5,8.0,made
14610,4,4.1,3.7,6.1,made
14611,1,27.4,4.4,2.8,missed
14612,8,18.6,6.4,5.9,made
14613,7,29.9,5.5,8.0,missed
14614,6,6.3,2.5,5.9,made
14615,6,18.4,3.9,5.6,missed
14616,6,4.6,2.2,6.4,made
14617,0,25.7,3.1,0.6,missed
14618,3,2.3,1.2,2.6,made
14619,2,1.4,2.0,2.7,made
14620,6,23.5,2.6,5.8,missed
14621,0,25.0,7.4,1.0,missed
14622,6,14.4,3.3,5.7,made
14623,5,1.0,4.9,4.6,missed
14624,6,25.8,3.4,5.8,missed
14625,8,21.0,4.0,9.7,missed
14626,4,3.6,3.7,4.5,missed
14627,5,27.0,5.8,4.8,made
14628,1,24.4,2.7,1.5,missed
14629,5,8.6,2.4,4.0,missed
14630,8,14.8,5.1,6.7,made
14631,0,26.0,3.8,1.0,missed
14632,0,22.0,2.9,0.8,missed
14633,1,2.4,3.5,1.7,missed
14634,4,2.7,1.6,2.9,made
14635,0,27.2,3.3,0.6,missed
14636,0,29.4,9.2,0.0,missed
14637,6,2.0,2.4,4.7,missed
14638,6,17.8,9.1,5.8,made
14639,0,25.9,6.0,0.7,made
14640,0,24.0,3.6,0.7,missed
14641,8,6.3,3.9,6.2,made
14642,5,25.7,5.2,5.3,made
14643,8,24.9,6.6,6.4,made
14644,1,23.9,4.8,1.3,made
14645,7,7.7,1.9,7.1,missed
14646,20,19.6,3.2,18.6,missed
14647,7,25.9,4.9,7.1,made
14648,8,28.5,5.3,7.4,missed
14649,5,4.0,4.9,3.7,made
14650,16,20.0,4.6,10.8,missed
14651,0,26.6,2.5,0.8,missed
14652,0,25.1,6.9,0.8,missed
14653,14,6.9,0.5,12.2,missed
14654,13,25.0,5.7,10.2,made
14655,16,24.9,3.4,12.4,made
14656,23,6.7,3.1,18.1,missed
14657,10,11.5,3.7,6.8,made
14658,1,25.5,9.5,1.9,missed
14659,7,24.9,4.4,5.8,made
14660,0,29.5,6.2,0.1,made
14661,1,25.8,5.7,2.8,missed
14662,1,8.6,1.7,2.8,missed
14663,1,1.2,0.0,2.0,made
14664,0,24.0,4.4,1.2,made
14665,5,24.4,4.8,7.4,missed
14666,0,23.0,13.5,1.1,missed
14667,9,3.0,2.8,7.9,made
14668,0,24.4,3.4,0.7,missed
14669,11,8.1,3.1,10.0,made
14670,12,26.1,6.8,9.5,missed
14671,2,21.4,6.0,2.3,missed
14672,2,26.4,4.0,3.3,missed
14673,8,5.2,3.2,6.3,made
14674,7,19.1,7.1,5.3,missed
14675,0,6.0,3.7,0.8,made
14676,2,25.3,8.0,2.4,missed
14677,0,17.7,2.4,0.9,missed
14678,20,7.3,2.9,17.2,missed
14679,0,27.3,13.5,1.0,missed
14680,12,14.0,9.3,8.8,made
14681,0,25.5,3.0,0.8,missed
14682,4,4.4,1.8,3.1,missed
14683,2,19.1,3.7,2.0,missed
14684,0,19.0,4.9,0.6,missed
14685,0,22.4,4.3,0.5,made
14686,6,5.9,2.4,3.5,made
14687,3,27.3,5.0,3.8,made
14688,3,24.2,6.5,5.8,missed
14689,14,4.6,4.3,10.5,made
14690,1,9.8,1.8,5.0,made
14691,2,0.4,2.8,2.0,made
14692,13,27.9,6.4,14.9,made
14693,12,1.7,2.0,16.1,missed
14694,3,3.2,5.2,4.0,made
14695,2,25.7,5.1,2.5,missed
14696,7,16.6,3.6,7.3,missed
14697,0,21.2,7.0,0.7,made
14698,0,12.4,5.6,0.6,made
14699,4,3.2,3.0,3.2,made
14700,5,6.1,2.8,5.6,missed
14701,0,26.4,8.8,0.8,missed
14702,18,13.8,2.6,12.7,made
14703,0,26.0,21.8,1.4,missed
14704,14,25.3,5.0,11.8,missed
14705,0,21.7,4.7,0.7,made
14706,3,1.3,1.4,2.6,made
14707,7,14.2,3.8,5.9,made
14708,9,5.1,2.0,11.9,missed
14709,12,24.0,5.8,9.3,missed
14710,0,25.8,10.6,0.9,made
14711,0,24.6,8.8,2.3,missed
14712,9,20.0,5.5,8.1,made
14713,14,23.2,5.1,12.6,missed
14714,0,24.9,2.9,1.0,missed
14715,0,20.9,3.3,0.8,made
14716,5,19.7,4.8,4.6,missed
14717,15,11.9,1.7,11.9,missed
14718,10,2.5,6.1,8.1,made
14719,9,5.5,1.5,7.1,made
14720,9,8.8,2.0,9.2,missed
14721,6,9.1,1.3,6.4,missed
14722,9,13.5,4.0,6.7,made
14723,0,24.0,6.8,0.9,made
14724,13,26.7,5.8,8.9,missed
14725,21,19.7,6.2,20.9,missed
14726,0,23.2,10.1,1.2,missed
14727,15,25.6,6.9,11.4,missed
14728,0,4.6,2.6,0.7,made
14729,4,11.1,5.1,3.8,missed
14730,4,25.2,4.6,4.9,made
14731,0,3.8,1.1,1.6,missed
14732,10,2.7,3.9,8.5,made
14733,8,8.7,3.7,7.3,missed
14734,7,12.0,6.2,6.0,missed
14735,5,2.6,2.1,7.6,made
14736,0,24.1,3.3,0.7,made
14737,11,24.6,6.0,7.4,missed
14738,7,25.0,6.2,5.7,missed
14739,1,3.4,2.4,2.9,missed
14740,10,8.1,0.0,6.8,missed
14741,2,16.4,5.8,2.4,made
14742,7,4.5,3.0,6.0,made
14743,0,22.9,6.0,0.7,made
14744,11,24.2,5.6,10.2,missed
14745,0,23.2,3.7,1.3,missed
14746,9,8.8,2.4,7.4,made
14747,3,24.0,6.7,2.5,missed
14748,7,8.0,4.3,7.2,missed
14749,1,26.6,2.5,1.2,made
14750,0,3.6,2.1,0.7,made
14751,5,6.6,0.0,5.7,made
14752,5,19.5,3.6,5.7,missed
14753,4,5.8,1.8,3.3,missed
14754,7,1.5,3.5,7.6,made
14755,3,10.4,5.7,3.4,made
14756,6,26.4,4.6,6.0,missed
14757,0,24.2,2.7,1.0,missed
14758,0,24.5,1.8,1.0,made
14759,0,23.4,0.2,1.3,missed
14760,0,24.7,3.6,1.6,missed
14761,6,26.1,5.2,4.7,made
14762,0,26.3,4.5,1.1,missed
14763,0,4.4,3.4,0.8,missed
14764,4,1.0,4.4,3.4,made
14765,2,8.4,5.8,3.7,made
14766,0,21.7,2.3,0.7,missed
14767,3,11.6,4.6,3.3,made
14768,4,25.7,2.3,4.4,made
14769,1,16.9,4.2,1.4,made
14770,0,24.2,8.4,1.4,missed
14771,1,24.4,3.2,1.4,made
14772,2,26.1,4.0,2.4,missed
14773,0,2.1,3.3,0.6,made
14774,7,26.3,7.0,7.0,missed
14775,7,15.4,4.9,5.9,made
14776,17,7.3,0.8,9.0,missed
14777,0,25.0,3.8,0.8,missed
14778,0,8.5,2.9,0.6,made
14779,1,25.9,3.5,1.3,missed
14780,8,3.7,3.0,7.0,made
14781,0,24.2,2.6,0.6,missed
14782,3,9.8,0.8,3.0,made
14783,6,10.6,3.7,4.8,missed
14784,0,22.8,5.6,1.2,missed
14785,0,25.1,15.1,1.3,missed
14786,0,23.8,2.8,0.8,missed
14787,5,24.3,6.0,4.1,missed
14788,0,0.9,3.0,1.5,made
14789,0,2.9,5.1,1.3,made
14790,13,3.7,2.0,12.4,made
14791,0,9.0,2.1,0.9,made
14792,8,26.5,5.9,6.9,made
14793,2,6.8,3.3,1.3,missed
14794,0,25.4,3.6,1.0,made
14795,0,22.8,14.0,1.0,made
14796,10,26.9,4.2,9.0,made
14797,8,16.8,3.8,6.6,made
14798,7,27.2,5.3,5.4,made
14799,3,19.6,7.1,2.5,made
14800,18,13.8,2.5,17.1,missed
14801,6,26.5,7.3,3.8,made
14802,3,27.3,8.3,4.1,missed
14803,10,24.7,4.0,7.7,missed
14804,4,24.8,5.4,3.6,made
14805,1,25.2,6.3,2.0,made
14806,4,29.3,5.0,4.2,missed
14807,0,14.5,3.3,0.8,missed
14808,11,3.7,2.8,9.0,made
14809,8,24.8,4.4,5.9,made
14810,11,8.4,1.8,8.4,made
14811,5,22.4,5.4,7.1,missed
14812,8,24.8,3.7,8.0,made
14813,7,24.7,5.1,7.2,made
14814,0,23.2,3.3,1.0,made
14815,3,2.0,2.2,2.9,missed
14816,0,24.8,8.9,1.0,missed
14817,2,0.8,3.4,2.3,made
14818,2,26.3,3.3,2.6,made
14819,0,24.7,4.7,0.9,missed
14820,1,25.1,3.5,2.3,made
14821,2,5.5,3.8,2.9,missed
14822,11,1.0,3.7,9.3,made
14823,1,25.5,6.2,1.6,made
14824,0,20.9,8.9,1.4,made
14825,9,23.9,4.8,8.2,missed
14826,0,0.6,6.0,0.9,made
14827,3,24.6,7.7,4.7,made
14828,1,24.6,3.5,1.6,missed
14829,1,5.0,3.5,1.7,missed
14830,2,7.8,4.2,1.9,made
14831,1,2.2,1.5,1.7,missed
14832,3,15.9,6.9,4.3,missed
14833,12,4.7,2.6,9.5,missed
14834,0,24.3,5.6,1.0,missed
14835,4,12.9,4.6,5.7,missed
14836,0,24.3,4.4,0.7,missed
14837,21,23.1,4.4,16.8,missed
14838,0,26.4,6.8,0.8,made
14839,0,26.5,9.7,0.9,missed
14840,7,16.7,3.2,6.0,missed
14841,3,3.2,2.0,3.4,made
14842,4,24.6,5.5,3.9,missed
14843,0,26.0,5.1,1.6,made
14844,0,21.8,1.3,1.0,missed
14845,6,24.4,4.2,4.4,missed
14846,0,24.0,6.2,0.7,missed
14847,3,23.8,4.3,2.2,missed
14848,8,27.0,4.4,6.9,made
14849,9,11.8,1.9,5.2,missed
14850,0,21.7,3.7,0.7,missed
14851,0,5.5,3.3,0.9,missed
14852,1,24.3,4.0,1.6,made
14853,1,1.0,0.7,1.2,made
14854,4,25.6,6.6,4.0,made
14855,16,24.2,4.5,17.7,missed
14856,0,23.8,5.6,0.7,made
14857,7,9.7,2.9,8.1,missed
14858,0,1.4,1.6,0.8,made
14859,7,1.2,3.1,6.5,made
14860,0,7.0,3.0,0.0,made
14861,2,25.1,4.6,4.0,made
14862,10,3.9,3.3,7.6,made
14863,3,25.5,3.1,2.9,missed
14864,0,25.2,3.3,1.0,missed
14865,1,37.8,4.6,3.1,missed
14866,1,25.0,5.1,2.5,missed
14867,9,24.6,5.7,8.0,missed
14868,7,18.7,3.9,6.0,made
14869,6,20.7,5.6,5.8,made
14870,7,19.9,3.5,5.9,made
14871,0,24.4,3.1,0.9,missed
14872,6,6.0,0.0,4.3,missed
14873,8,2.5,4.2,6.1,made
14874,2,23.7,5.1,2.3,made
14875,3,24.9,9.1,3.6,made
14876,6,16.3,2.5,4.5,missed
14877,9,18.3,3.8,8.2,missed
14878,0,1.1,0.1,0.0,made
14879,1,18.9,2.0,3.3,missed
14880,4,26.0,5.2,2.9,made
14881,0,21.0,2.5,2.3,made
14882,0,22.1,2.3,1.7,missed
14883,4,14.8,2.9,3.9,missed
14884,0,24.9,3.2,0.7,made
14885,0,27.2,5.3,0.5,missed
14886,4,1.3,1.2,7.9,made
14887,1,23.1,7.5,1.8,made
14888,0,24.8,4.9,0.9,missed
14889,1,1.5,5.1,2.1,made
14890,6,22.3,4.7,6.0,missed
14891,0,26.1,4.9,0.6,missed
14892,0,25.2,3.7,0.7,made
14893,1,25.1,3.7,2.0,missed
14894,5,10.6,4.2,6.4,made
14895,4,5.1,2.7,3.9,missed
14896,3,2.0,0.5,4.8,made
14897,3,10.6,0.3,4.5,made
14898,0,23.0,13.0,1.2,missed
14899,1,22.0,8.6,1.9,missed
14900,9,5.3,1.4,7.1,made
14901,9,19.0,2.4,6.8,made
14902,0,25.8,8.3,3.0,missed
14903,6,3.2,1.3,5.0,made
14904,5,9.2,5.4,7.7,made
14905,8,24.3,8.3,7.1,missed
14906,9,3.9,0.5,9.2,missed
14907,3,8.3,1.8,3.5,missed
14908,4,24.9,0.5,4.5,missed
14909,6,17.0,1.6,4.7,missed
14910,0,30.3,3.8,1.4,missed
14911,0,28.0,5.9,0.7,made
14912,8,9.8,4.2,7.1,made
14913,0,27.8,3.7,1.7,missed
14914,1,21.9,5.9,2.7,missed
14915,2,23.3,13.3,1.3,made
14916,0,25.3,7.9,1.0,missed
14917,0,7.4,7.5,1.0,missed
14918,0,22.4,3.9,0.4,made
14919,1,8.4,2.8,1.0,made
14920,0,24.7,7.8,0.8,made
14921,1,0.6,4.0,1.8,made
14922,4,24.0,2.0,3.6,missed
14923,0,24.4,11.8,1.7,missed
14924,3,3.9,3.9,4.1,made
14925,3,18.8,4.1,2.3,missed
14926,4,11.3,3.1,3.0,made
14927,3,24.7,3.2,2.4,missed
14928,3,3.3,4.6,3.0,made
14929,0,25.0,4.0,0.7,missed
14930,6,21.7,2.8,6.3,missed
14931,0,2.2,3.8,0.3,made
14932,6,6.9,3.9,7.1,made
14933,8,25.8,3.3,7.9,made
14934,1,16.7,2.1,2.5,missed
14935,6,20.4,2.2,6.4,made
14936,7,1.5,2.4,7.1,made
14937,5,27.3,4.7,6.6,missed
14938,4,3.4,3.0,6.8,missed
14939,9,21.2,3.3,6.5,missed
14940,1,25.0,7.5,1.9,made
14941,1,25.0,4.3,3.4,missed
14942,0,22.4,7.3,0.9,made
14943,3,24.6,6.5,1.8,made
14944,3,25.7,4.3,2.4,missed
14945,6,12.0,5.2,4.7,made
14946,2,1.7,4.0,3.6,made
14947,0,24.0,5.0,0.7,made
14948,16,7.4,2.6,16.2,made
14949,23,25.4,4.5,16.8,made
14950,0,24.3,3.2,0.6,missed
14951,6,6.6,3.3,5.5,missed
14952,0,23.4,3.3,0.6,made
14953,0,7.6,6.8,0.9,made
14954,5,3.0,1.0,4.7,made
14955,12,11.6,5.6,7.2,missed
14956,9,20.0,1.8,6.7,made
14957,10,22.7,4.1,8.1,made
14958,7,26.2,5.0,5.8,missed
14959,0,22.6,14.6,0.9,made
14960,0,22.8,3.9,0.5,missed
14961,8,20.2,3.8,6.6,missed
14962,0,11.6,6.2,0.0,missed
14963,6,4.5,3.1,8.1,missed
14964,0,18.8,6.3,0.7,made
14965,3,25.5,6.1,4.2,missed
14966,1,24.6,2.8,1.7,made
14967,5,13.1,2.9,3.5,made
14968,1,17.1,1.4,1.5,missed
14969,2,24.6,4.1,3.2,made
14970,0,3.2,1.9,0.9,made
14971,2,16.1,2.0,2.9,made
14972,0,27.5,3.1,0.8,missed
14973,0,20.2,3.8,0.6,missed
14974,7,19.3,4.6,6.8,made
14975,5,21.0,6.3,5.2,missed
14976,5,6.1,2.7,4.4,missed
14977,14,21.7,7.4,12.2,missed
14978,1,2.3,1.9,2.4,missed
14979,11,18.8,2.9,9.4,made
14980,4,24.3,3.0,4.7,missed
14981,3,22.4,2.0,5.4,made
14982,1,25.8,6.0,2.0,missed
14983,5,22.6,5.2,4.6,missed
14984,2,5.7,3.7,1.9,missed
14985,7,20.9,2.9,6.0,missed
14986,6,7.1,1.8,5.0,missed
14987,2,19.7,6.8,2.8,made
14988,1,24.2,4.1,1.3,missed
14989,0,10.0,2.7,1.4,missed
14990,0,23.8,4.8,1.0,made
14991,0,19.0,3.1,1.3,made
14992,6,11.9,5.5,6.0,made
14993,0,25.3,7.7,0.8,made
14994,1,25.8,6.1,2.8,missed
14995,0,8.2,2.9,0.6,made
14996,0,13.9,1.5,1.0,missed
14997,3,24.5,6.1,2.9,missed
14998,2,2.3,2.5,3.9,missed
14999,3,2.5,0.0,6.3,made
15000,0,25.6,4.7,0.7,made
15001,6,24.6,1.7,5.9,missed
15002,9,7.8,0.0,8.8,made
15003,3,24.6,12.3,3.6,missed
15004,9,11.1,6.0,9.6,made
15005,2,10.9,4.2,2.5,made
15006,2,24.2,4.1,1.9,missed
15007,2,2.7,5.1,2.2,made
15008,8,1.6,4.4,4.8,made
15009,6,27.8,5.4,5.5,missed
15010,3,11.4,4.7,2.8,missed
15011,8,6.2,3.5,6.5,missed
15012,0,23.3,2.7,0.7,missed
15013,0,27.4,7.1,2.0,missed
15014,6,25.4,4.2,5.2,made
15015,6,2.9,0.8,6.9,missed
15016,4,24.9,2.5,3.4,missed
15017,7,3.2,2.9,5.1,made
15018,12,6.5,1.9,8.7,made
15019,4,23.4,1.3,4.8,missed
15020,0,25.0,6.5,0.6,made
15021,15,25.6,3.3,12.3,missed
15022,2,7.7,2.1,2.5,made
15023,2,8.0,2.0,4.5,missed
15024,0,24.7,4.1,0.6,made
15025,0,24.8,3.1,0.6,made
15026,0,26.0,4.8,1.2,missed
15027,0,22.7,9.7,0.6,missed
15028,0,25.0,5.5,0.8,made
15029,0,4.4,6.1,1.2,made
15030,0,10.0,3.7,1.1,missed
15031,1,18.3,2.2,1.5,missed
15032,7,11.2,2.0,5.7,missed
15033,0,27.8,6.6,0.9,missed
15034,3,13.5,5.4,5.0,missed
15035,0,26.1,3.0,0.8,missed
15036,1,4.8,2.8,2.8,missed
15037,0,23.6,4.0,0.8,missed
15038,2,12.4,4.5,2.1,missed
15039,9,22.6,4.0,8.7,missed
15040,0,13.1,2.1,0.7,made
15041,0,26.0,4.5,0.9,missed
15042,3,15.3,0.0,2.3,missed
15043,0,16.7,3.9,0.6,missed
15044,0,26.9,5.8,0.8,missed
15045,0,24.5,5.5,0.7,missed
15046,0,23.6,2.7,0.7,missed
15047,5,14.5,4.9,4.8,made
15048,0,24.6,15.4,1.0,made
15049,0,25.0,3.7,0.7,missed
15050,4,12.2,2.2,7.1,missed
15051,0,24.5,5.0,0.8,missed
15052,0,22.9,5.8,0.8,missed
15053,6,6.3,3.7,4.9,missed
15054,0,22.8,14.5,0.9,missed
15055,3,18.2,5.1,1.1,made
15056,1,27.0,4.8,1.3,missed
15057,0,24.8,7.4,0.8,missed
15058,1,23.1,5.0,1.5,made
15059,1,24.1,3.6,1.2,missed
15060,1,12.7,3.5,2.5,made
15061,0,24.7,8.9,0.9,missed
15062,11,2.0,1.4,7.6,made
15063,3,3.3,1.9,3.9,made
15064,0,17.3,2.6,1.0,missed
15065,4,7.2,2.9,3.8,missed
15066,0,21.6,3.8,1.2,made
15067,0,23.7,3.4,1.4,missed
15068,1,18.7,2.1,0.9,missed
15069,0,25.5,6.8,1.0,missed
15070,4,8.4,2.2,4.8,made
15071,0,24.5,5.4,0.7,missed
15072,1,22.0,2.1,1.2,made
15073,0,24.2,1.6,0.7,made
15074,0,24.1,1.1,1.9,missed
15075,0,17.4,2.9,0.6,missed
15076,2,7.7,2.6,3.2,missed
15077,0,24.4,5.8,0.7,missed
15078,0,4.9,5.5,0.8,missed
15079,2,0.5,2.0,2.5,missed
15080,1,24.1,2.8,1.4,missed
15081,2,26.4,4.5,2.4,missed
15082,0,22.8,6.8,0.6,made
15083,0,24.4,6.6,0.8,made
15084,1,23.8,0.4,1.7,missed
15085,2,10.0,2.1,3.0,missed
15086,0,10.5,1.9,2.1,made
15087,2,12.7,3.3,2.7,made
15088,2,2.9,1.8,3.6,missed
15089,1,23.1,7.0,1.2,made
15090,1,17.9,2.7,1.5,missed
15091,6,9.5,3.6,7.3,made
15092,6,27.7,3.1,5.2,made
15093,0,24.5,13.3,0.9,made
15094,0,25.1,6.4,0.9,made
15095,2,2.2,1.0,2.6,missed
15096,0,24.5,4.6,1.1,missed
15097,6,7.4,2.8,5.0,made
15098,0,22.5,5.5,0.7,missed
15099,1,6.8,1.2,1.8,missed
15100,0,6.1,1.0,0.0,missed
15101,0,2.8,4.1,0.6,made
15102,0,26.2,8.1,1.0,made
15103,3,11.3,3.4,3.8,missed
15104,1,14.2,2.5,0.9,missed
15105,2,5.2,1.4,3.2,missed
15106,0,25.7,4.5,1.3,made
15107,1,24.3,5.7,1.8,made
15108,12,2.8,2.7,9.5,missed
15109,3,8.7,2.6,5.0,missed
15110,2,11.9,3.4,1.5,made
15111,2,12.1,4.9,2.9,made
15112,5,25.3,5.4,4.7,missed
15113,0,3.4,4.5,0.4,missed
15114,0,18.2,2.9,0.8,missed
15115,2,21.4,3.6,2.5,made
15116,2,1.6,1.5,2.3,missed
15117,0,23.2,7.3,0.7,made
15118,4,7.3,2.2,4.9,missed
15119,3,18.1,5.4,3.0,made
15120,8,4.8,4.1,5.7,made
15121,7,6.9,2.5,6.5,made
15122,2,17.0,4.4,3.4,made
15123,0,26.1,4.1,0.8,made
15124,2,24.8,3.0,2.5,missed
15125,0,19.3,3.7,0.6,made
15126,4,16.1,2.5,4.4,made
15127,1,24.5,2.6,1.1,missed
15128,1,25.3,2.2,1.4,missed
15129,2,6.7,1.4,2.1,made
15130,1,20.2,3.9,1.0,missed
15131,1,15.7,6.8,1.2,missed
15132,1,5.0,3.6,1.0,missed
15133,2,15.2,2.5,2.1,made
15134,2,25.1,3.7,2.1,missed
15135,3,24.1,1.6,3.4,missed
15136,6,5.0,1.2,8.2,made
15137,5,9.3,1.8,4.9,missed
15138,4,10.9,4.4,2.6,missed
15139,0,21.4,10.3,1.0,missed
15140,7,12.2,4.1,5.5,missed
15141,0,25.2,2.4,0.8,made
15142,10,26.1,1.6,7.3,made
15143,1,24.4,1.6,2.0,missed
15144,0,23.3,4.2,0.8,made
15145,1,21.1,3.6,1.5,made
15146,1,23.6,3.9,1.6,missed
15147,0,23.3,3.1,2.4,made
15148,2,19.1,5.6,2.0,missed
15149,2,23.8,2.2,2.3,missed
15150,0,24.3,4.3,0.9,made
15151,2,18.4,3.5,1.8,missed
15152,0,2.4,2.6,0.9,made
15153,0,24.6,13.0,1.0,missed
15154,0,18.6,2.3,0.9,missed
15155,1,9.0,3.9,2.2,made
15156,0,25.1,5.5,1.0,missed
15157,2,0.5,3.9,3.3,made
15158,0,2.8,3.4,1.5,made
15159,0,8.8,2.2,1.1,missed
15160,2,18.0,2.8,1.8,missed
15161,1,24.6,5.4,1.4,made
15162,0,19.4,1.2,0.6,missed
15163,0,23.0,6.9,1.0,made
15164,0,23.6,5.0,0.8,missed
15165,2,25.0,5.0,1.5,missed
15166,2,26.2,5.2,3.8,missed
15167,0,26.2,3.4,0.8,missed
15168,1,20.5,5.9,1.3,missed
15169,1,6.3,2.8,1.6,missed
15170,0,22.1,8.1,0.6,missed
15171,0,22.2,4.1,1.0,made
15172,3,4.7,0.0,4.7,made
15173,4,3.5,2.2,5.4,made
15174,2,22.7,2.9,1.8,missed
15175,0,24.1,4.7,0.7,made
15176,0,24.1,11.7,1.3,missed
15177,2,9.9,1.9,1.8,missed
15178,4,12.2,3.6,6.0,missed
15179,0,25.2,2.8,0.6,made
15180,0,23.8,4.1,0.7,missed
15181,3,0.5,3.7,6.4,missed
15182,3,13.7,2.4,3.1,missed
15183,3,1.8,3.2,2.7,missed
15184,0,24.9,5.0,1.1,made
15185,5,5.7,3.4,5.5,missed
15186,3,24.4,2.6,2.6,missed
15187,2,6.3,1.4,3.2,missed
15188,1,16.3,3.5,2.5,missed
15189,0,25.6,5.5,1.0,made
15190,0,1.5,1.7,0.5,made
15191,0,21.4,2.7,0.6,missed
15192,2,12.8,3.5,3.2,missed
15193,2,15.3,2.9,4.6,made
15194,0,15.7,2.2,0.7,missed
15195,2,2.9,2.7,6.4,made
15196,0,15.1,3.7,0.7,missed
15197,2,16.0,4.9,3.1,missed
15198,0,24.8,4.0,0.8,missed
15199,0,5.4,1.6,0.9,missed
15200,0,23.1,7.2,1.0,missed
15201,0,19.9,4.6,0.6,made
15202,3,2.6,1.1,3.1,missed
15203,0,2.7,2.2,0.7,made
15204,0,20.7,0.3,2.5,made
15205,2,6.1,4.0,2.7,made
15206,0,25.6,2.9,0.8,missed
15207,4,2.9,2.4,6.3,missed
15208,1,11.7,5.1,1.4,made
15209,1,16.5,2.7,1.9,missed
15210,0,21.8,2.6,0.3,missed
15211,0,23.7,4.6,0.8,made
15212,0,26.4,6.0,0.8,made
15213,4,12.4,2.6,3.2,made
15214,1,23.9,4.8,1.5,made
15215,3,0.8,4.5,3.0,missed
15216,1,16.4,4.0,1.0,missed
15217,2,26.0,4.4,2.0,missed
15218,4,4.1,1.9,3.1,made
15219,0,2.4,3.4,0.8,made
15220,0,24.8,8.6,0.8,missed
15221,0,17.4,4.1,0.7,missed
15222,2,8.3,2.1,3.9,missed
15223,4,3.4,3.1,4.2,missed
15224,1,22.3,2.9,1.6,made
15225,0,23.2,7.0,0.9,made
15226,0,3.5,6.2,0.8,made
15227,1,24.8,5.4,1.5,missed
15228,7,3.3,6.7,6.8,made
15229,2,24.4,7.3,2.3,made
15230,0,22.5,4.4,0.7,missed
15231,1,23.1,1.6,1.8,made
15232,0,23.4,2.9,1.2,made
15233,1,24.7,3.6,1.3,missed
15234,0,24.5,2.8,0.9,missed
15235,2,5.1,3.3,2.9,missed
15236,0,23.1,3.6,0.6,missed
15237,0,24.9,7.4,0.8,missed
15238,1,25.8,3.6,2.2,missed
15239,0,21.8,4.3,0.8,missed
15240,0,19.6,5.4,0.3,missed
15241,1,19.5,6.0,2.2,made
15242,4,4.6,0.5,4.0,made
15243,0,23.4,5.0,0.7,missed
15244,1,25.3,3.4,1.4,made
15245,0,22.8,6.1,1.1,missed
15246,2,13.7,4.1,2.6,missed
15247,0,25.1,7.3,1.0,made
15248,0,5.0,2.9,0.6,made
15249,1,19.0,5.6,1.3,made
15250,5,25.1,4.0,5.1,missed
15251,2,5.1,2.5,3.4,missed
15252,0,24.4,1.9,1.0,missed
15253,0,23.5,5.3,0.8,missed
15254,0,23.7,3.7,1.1,made
15255,0,24.3,4.5,0.8,made
15256,2,16.1,2.7,1.9,made
15257,0,20.6,7.6,1.9,missed
15258,2,15.3,2.8,4.0,missed
15259,6,26.0,2.7,6.0,made
15260,0,21.2,3.9,0.5,made
15261,4,14.0,2.3,4.0,made
15262,2,14.9,3.1,1.5,made
15263,8,24.8,1.9,7.5,missed
15264,0,3.0,1.4,0.7,made
15265,0,24.8,3.8,0.7,missed
15266,2,21.1,6.1,1.9,made
15267,6,1.7,4.0,5.5,made
15268,0,22.8,2.8,1.2,missed
15269,4,15.3,6.3,3.6,missed
15270,11,20.5,5.9,8.1,made
15271,0,16.5,3.0,0.7,made
15272,2,23.4,3.4,1.2,missed
15273,0,26.2,3.3,1.9,missed
15274,1,5.3,2.3,4.7,made
15275,1,25.6,4.1,1.2,missed
15276,4,23.7,5.5,4.0,made
15277,0,25.6,6.0,0.8,made
15278,1,24.5,6.9,2.5,made
15279,2,11.8,2.2,1.8,made
15280,0,27.6,3.4,0.9,made
15281,0,4.6,3.0,0.9,made
15282,2,0.4,2.3,2.4,made
15283,8,16.1,1.9,7.1,missed
15284,3,25.1,4.5,2.6,missed
15285,0,25.2,8.0,0.7,missed
15286,2,8.9,4.5,2.7,made
15287,1,24.1,3.7,1.5,missed
15288,1,24.7,5.7,1.4,made
15289,3,18.4,1.8,2.7,missed
15290,0,8.9,2.7,0.9,missed
