,DRIBBLES,SHOT_DIST,CLOSE_DEF_DIST,TOUCH_TIME,SHOT_RESULT
15291,2,4.3,4.2,3.5,missed
15292,0,4.2,4.1,0.0,missed
15293,1,27.1,4.4,3.5,missed
15294,2,2.7,4.6,5.3,made
15295,0,12.8,2.2,1.2,made
15296,1,12.5,5.3,1.3,missed
15297,0,16.2,3.4,1.2,made
15298,2,12.9,1.6,2.6,missed
15299,3,21.5,1.2,3.0,made
15300,1,17.5,3.1,2.0,made
15301,2,25.0,3.7,8.0,missed
15302,2,24.0,2.8,5.4,missed
15303,1,11.8,1.4,1.7,missed
15304,1,22.4,3.6,2.0,missed
15305,2,4.1,1.2,3.4,made
15306,3,8.3,3.8,3.5,made
15307,0,24.7,3.8,1.4,missed
15308,2,24.5,5.1,2.2,missed
15309,4,1.8,3.5,4.0,made
15310,6,5.8,0.0,6.9,missed
15311,0,24.5,3.7,0.7,made
15312,0,6.3,2.5,0.6,missed
15313,4,5.3,2.3,3.7,missed
15314,1,10.2,5.7,2.2,made
15315,2,15.1,3.3,2.2,made
15316,0,25.9,5.4,0.7,made
15317,2,24.8,4.6,3.7,missed
15318,0,2.6,2.4,1.0,made
15319,1,17.3,4.1,1.8,missed
15320,2,8.3,2.9,1.5,made
15321,1,10.4,3.5,1.2,made
15322,1,25.4,7.5,1.7,made
15323,1,18.0,3.4,1.9,missed
15324,4,4.6,7.4,5.0,made
15325,1,23.9,5.0,3.2,made
15326,0,24.3,10.3,1.0,made
15327,1,26.1,4.9,1.7,missed
15328,0,0.5,3.8,1.0,missed
15329,1,16.9,3.4,1.7,missed
15330,0,22.5,4.7,0.7,missed
15331,0,24.3,6.3,1.1,missed
15332,3,10.9,5.5,6.3,made
15333,2,24.3,10.1,3.9,made
15334,0,24.0,3.6,0.9,made
15335,0,2.4,2.4,1.0,made
15336,1,25.3,5.1,2.2,made
15337,0,28.9,4.5,1.2,made
15338,0,24.8,3.6,0.6,made
15339,0,24.5,2.5,0.7,made
15340,2,2.5,0.1,2.9,made
15341,0,26.3,3.1,0.9,made
15342,8,16.5,3.9,5.9,made
15343,0,22.6,3.2,1.3,made
15344,0,24.3,5.7,0.8,made
15345,0,21.1,2.2,2.5,missed
15346,0,20.3,3.2,0.6,missed
15347,0,25.9,2.2,0.8,missed
15348,2,10.5,4.1,4.8,missed
15349,0,24.6,4.4,0.6,made
15350,1,13.9,5.1,1.4,made
15351,5,25.8,5.6,4.3,missed
15352,0,23.2,4.1,0.7,missed
15353,0,18.7,3.8,0.5,made
15354,3,10.7,3.1,3.9,missed
15355,0,25.5,4.1,0.6,made
15356,0,25.9,3.1,2.6,missed
15357,5,19.3,2.9,3.7,made
15358,0,3.1,2.6,0.6,missed
15359,0,2.6,1.9,0.1,missed
15360,0,0.6,2.1,0.2,made
15361,0,18.7,2.2,0.8,missed
15362,4,16.6,3.2,3.3,made
15363,0,1.0,3.6,1.1,made
15364,4,15.9,5.0,7.3,made
15365,1,20.1,4.5,1.3,missed
15366,0,23.7,4.2,0.8,missed
15367,1,23.2,3.3,1.7,made
15368,0,24.7,4.5,1.1,missed
15369,1,21.0,4.3,2.1,missed
15370,0,25.0,4.0,0.9,missed
15371,9,6.2,2.1,9.3,made
15372,0,3.3,2.2,0.9,made
15373,0,24.8,5.0,0.8,missed
15374,0,13.9,5.1,0.8,made
15375,0,22.6,3.2,1.0,missed
15376,0,22.3,5.4,0.7,made
15377,7,19.7,3.0,8.4,missed
15378,7,26.2,5.5,5.2,made
15379,0,22.5,6.3,0.9,made
15380,3,24.5,3.4,3.1,missed
15381,0,23.0,2.6,0.8,made
15382,1,19.1,3.7,1.7,missed
15383,3,2.1,40.1,3.8,made
15384,0,25.6,4.0,0.8,missed
15385,1,19.2,3.2,1.4,made
15386,3,24.7,4.1,4.2,missed
15387,0,1.7,0.6,1.1,made
15388,1,22.8,4.6,1.6,made
15389,3,1.2,3.2,2.9,made
15390,13,3.9,1.6,10.2,missed
15391,2,12.3,4.6,2.8,missed
15392,0,23.4,8.3,0.8,made
15393,4,5.0,1.4,3.1,made
15394,4,20.8,4.7,5.7,missed
15395,4,8.4,3.2,5.8,made
15396,0,25.2,4.0,0.7,made
15397,2,25.0,3.1,3.4,made
15398,7,9.0,3.4,6.3,made
15399,4,13.5,4.2,4.0,made
15400,3,5.9,3.4,3.1,made
15401,2,10.9,0.3,3.2,made
15402,0,22.3,2.6,0.8,missed
15403,0,20.0,3.7,0.6,missed
15404,6,2.9,1.8,7.8,missed
15405,0,23.8,3.1,1.0,missed
15406,0,22.7,4.1,0.7,made
15407,0,25.0,8.5,1.3,made
15408,0,25.4,4.1,1.0,missed
15409,1,25.5,3.3,1.6,missed
15410,3,4.6,4.1,2.9,made
15411,3,9.0,3.8,4.0,missed
15412,1,8.9,3.1,2.5,missed
15413,2,12.7,2.1,1.8,made
15414,5,6.1,2.0,6.6,missed
15415,0,6.0,2.7,0.0,made
15416,8,0.8,2.0,8.4,missed
15417,4,4.0,1.9,3.8,made
15418,5,24.5,5.5,6.7,missed
15419,1,23.7,6.6,1.9,made
15420,0,4.3,2.4,0.7,made
15421,0,24.6,4.1,0.7,made
15422,8,15.2,3.1,4.7,missed
15423,0,24.8,3.2,1.1,missed
15424,0,25.2,3.2,0.8,missed
15425,3,15.2,3.3,4.2,missed
15426,2,17.3,3.5,1.8,missed
15427,2,2.7,2.7,2.1,made
15428,2,11.0,4.1,4.2,missed
15429,0,24.3,3.5,0.1,missed
15430,1,14.0,1.8,1.3,made
15431,0,19.9,2.6,0.7,made
15432,0,25.9,3.6,1.0,made
15433,0,24.5,3.2,0.8,missed
15434,0,23.6,2.7,0.8,missed
15435,0,19.1,5.1,0.6,missed
15436,0,1.5,3.0,1.6,made
15437,2,6.7,2.5,2.2,missed
15438,2,25.6,2.1,1.8,made
15439,0,17.8,2.6,0.7,missed
15440,6,13.1,2.7,5.7,made
15441,0,25.2,4.3,0.7,made
15442,3,13.4,1.8,4.1,made
15443,3,20.5,3.8,4.6,missed
15444,0,17.6,3.1,0.3,missed
15445,2,5.6,3.2,2.9,made
15446,2,16.7,4.3,2.9,made
15447,0,24.1,3.5,0.8,made
15448,2,24.8,4.6,2.6,missed
15449,5,5.1,3.1,5.3,missed
15450,0,23.1,7.0,1.1,made
15451,0,24.5,5.6,1.0,made
15452,1,22.9,2.2,2.5,made
15453,1,18.5,4.0,1.0,made
15454,0,22.4,10.0,1.1,missed
15455,0,22.9,4.6,0.9,made
15456,1,25.4,3.2,2.7,missed
15457,0,22.7,20.2,1.6,missed
15458,1,24.3,9.5,2.6,missed
15459,1,24.3,1.0,1.5,missed
15460,1,4.0,1.8,1.7,made
15461,2,2.9,11.6,3.7,made
15462,4,20.6,4.9,3.5,missed
15463,2,19.1,3.9,2.6,made
15464,0,17.6,5.8,1.6,missed
15465,4,3.3,2.2,4.6,made
15466,1,23.3,4.7,1.4,missed
15467,1,24.7,3.7,2.0,missed
15468,0,24.6,5.9,0.5,made
15469,0,17.2,4.9,0.5,missed
15470,0,25.2,5.0,0.8,made
15471,2,3.4,4.1,2.9,made
15472,0,23.9,5.2,1.3,made
15473,2,10.9,2.6,1.7,made
15474,3,6.4,1.8,4.8,missed
15475,0,24.6,3.2,0.8,missed
15476,0,18.9,3.3,0.6,missed
15477,0,21.4,4.7,0.7,made
15478,0,21.6,7.1,0.8,made
15479,0,25.0,5.7,0.7,made
15480,0,25.4,6.0,0.7,missed
15481,1,5.9,1.2,2.0,made
15482,0,24.5,5.3,0.8,made
15483,0,22.6,0.0,1.5,missed
15484,1,24.2,3.8,4.0,missed
15485,2,3.8,1.2,2.4,made
15486,0,22.6,8.9,0.7,made
15487,0,4.5,3.1,1.6,made
15488,3,27.6,5.3,2.3,made
15489,0,25.6,2.0,1.1,missed
15490,1,9.5,2.5,1.1,missed
15491,0,25.6,6.2,0.8,missed
15492,3,12.6,3.8,3.6,missed
15493,2,5.2,3.3,2.2,missed
15494,4,3.6,2.5,3.1,made
15495,2,22.9,6.2,2.2,missed
15496,0,23.4,10.5,0.6,made
15497,7,3.3,2.3,4.9,made
15498,0,15.8,5.4,1.4,missed
15499,6,18.8,3.8,6.3,made
15500,0,24.6,5.7,1.2,made
15501,0,24.6,4.3,0.8,made
15502,2,15.9,2.3,2.3,missed
15503,1,26.1,5.9,1.5,made
15504,0,14.6,11.1,0.9,made
15505,2,16.4,3.2,2.5,made
15506,0,22.1,3.8,0.7,made
15507,0,17.7,4.8,1.0,missed
15508,0,24.5,3.5,0.7,missed
15509,0,24.4,5.6,0.9,missed
15510,0,15.5,4.8,1.4,missed
15511,1,25.2,5.4,2.4,missed
15512,4,2.0,2.2,4.4,made
15513,2,23.3,10.8,3.5,made
15514,0,24.9,5.3,0.8,made
15515,0,16.5,6.5,0.8,made
15516,0,4.4,2.9,0.7,made
15517,0,22.6,7.7,1.0,missed
15518,0,24.4,4.9,0.8,missed
15519,0,23.0,14.0,2.2,missed
15520,0,23.7,14.9,1.7,missed
15521,0,26.3,8.1,0.9,made
15522,0,22.1,4.1,0.7,missed
15523,5,17.4,4.4,5.5,missed
15524,0,7.6,3.6,1.3,made
15525,0,25.1,2.6,2.2,missed
15526,2,19.8,3.9,2.0,made
15527,0,25.7,7.0,1.1,missed
15528,2,0.8,1.0,5.5,missed
15529,2,24.7,4.4,1.3,missed
15530,0,24.9,6.9,1.5,made
15531,0,27.4,5.4,1.9,made
15532,7,7.2,5.2,6.3,made
15533,1,6.3,4.1,1.8,missed
15534,0,24.7,3.9,0.8,missed
15535,0,25.1,8.3,1.2,made
15536,2,7.3,0.0,2.7,made
15537,0,27.5,6.0,1.3,missed
15538,0,23.4,6.9,0.6,made
15539,2,11.4,6.0,3.8,made
15540,0,26.8,6.4,0.8,missed
15541,5,25.3,4.0,5.6,missed
15542,0,23.7,4.6,1.2,missed
15543,2,9.7,2.0,2.4,made
15544,0,25.9,2.9,0.9,made
15545,4,15.8,3.3,3.6,made
15546,6,26.6,4.9,7.3,missed
15547,1,16.2,2.7,0.8,missed
15548,0,20.4,11.7,0.0,missed
15549,0,4.6,4.7,1.1,made
15550,0,26.1,7.0,0.8,made
15551,6,26.5,5.5,4.2,missed
15552,1,20.3,2.9,1.5,missed
15553,2,13.7,2.6,2.0,missed
15554,0,23.8,7.4,0.7,missed
15555,0,24.2,2.6,0.6,missed
15556,0,24.4,3.3,0.6,missed
15557,0,24.3,3.4,2.6,made
15558,0,25.2,4.0,0.8,missed
15559,4,18.7,4.4,3.5,made
15560,1,33.5,4.7,1.5,missed
15561,0,26.6,5.9,0.8,missed
15562,1,24.3,1.0,1.8,made
15563,1,24.9,8.7,1.4,made
15564,3,4.7,2.8,2.7,missed
15565,3,22.8,1.4,1.8,missed
15566,0,1.0,7.9,1.4,made
15567,4,10.7,3.6,4.3,missed
15568,2,13.8,2.7,1.8,missed
15569,0,24.2,4.8,1.2,made
15570,0,22.9,5.6,0.7,missed
15571,0,17.1,1.6,0.6,missed
15572,2,4.7,0.8,2.0,made
15573,0,22.8,5.6,0.8,missed
15574,2,22.7,3.5,2.0,missed
15575,1,10.3,3.8,1.4,missed
15576,0,16.6,3.1,0.2,made
15577,1,26.5,5.6,3.0,made
15578,0,23.9,14.7,0.7,made
15579,0,24.4,4.7,0.8,missed
15580,0,1.7,3.0,0.1,made
15581,0,20.6,1.2,0.4,made
15582,0,19.4,4.3,2.4,made
15583,0,21.7,5.2,0.7,missed
15584,0,11.0,3.5,0.7,made
15585,6,16.4,2.9,5.9,missed
15586,0,16.6,2.1,1.6,made
15587,2,3.5,3.1,4.9,made
15588,1,17.3,3.6,1.3,made
15589,0,12.4,4.8,6.3,missed
15590,5,6.1,0.4,4.8,made
15591,1,22.1,4.4,1.4,made
15592,8,8.5,3.7,6.8,missed
15593,0,20.9,5.4,1.2,made
15594,2,13.9,4.9,3.6,missed
15595,2,22.9,6.3,1.9,missed
15596,3,1.2,3.6,3.5,missed
15597,3,17.8,4.4,2.5,made
15598,4,10.7,4.6,6.1,missed
15599,0,1.7,2.2,0.7,missed
15600,1,11.8,3.4,1.8,made
15601,4,6.3,2.1,6.3,made
15602,2,24.2,2.6,2.7,missed
15603,0,1.5,5.8,0.5,made
15604,5,9.2,4.2,4.8,missed
15605,1,8.4,1.3,2.2,missed
15606,1,24.9,6.0,1.7,made
15607,3,2.6,1.3,10.0,missed
15608,5,6.7,2.3,4.9,missed
15609,0,4.4,2.4,1.3,missed
15610,1,15.1,2.9,2.7,made
15611,9,23.8,2.1,8.6,made
15612,2,24.5,0.8,3.2,made
15613,9,10.7,6.3,7.2,missed
15614,3,26.5,6.2,4.0,missed
15615,4,18.3,4.3,3.4,made
15616,0,24.0,5.3,0.3,made
15617,1,20.8,6.2,1.8,missed
15618,2,7.5,3.0,1.8,made
15619,2,15.9,3.7,3.3,made
15620,6,5.5,1.7,5.7,missed
15621,1,17.4,3.2,1.8,made
15622,3,4.0,1.9,3.3,made
15623,2,24.7,6.2,4.9,missed
15624,0,23.1,4.6,0.6,made
15625,0,24.4,6.0,0.0,missed
15626,7,6.3,2.1,8.3,made
15627,0,25.5,7.8,0.8,missed
15628,6,10.2,3.6,4.8,made
15629,0,22.1,3.2,0.7,made
15630,0,8.6,1.5,0.0,made
15631,2,14.3,4.0,3.4,missed
15632,2,19.6,1.8,2.6,missed
15633,0,19.1,3.0,0.6,missed
15634,0,22.3,2.6,0.7,missed
15635,0,0.9,5.1,0.9,made
15636,0,24.6,5.5,1.0,missed
15637,3,3.3,1.8,3.3,made
15638,2,27.2,4.7,2.3,missed
15639,1,21.3,3.1,1.3,missed
15640,3,4.2,0.6,2.6,missed
15641,0,25.1,1.3,0.7,made
15642,0,25.7,10.9,1.2,made
15643,0,22.3,3.5,0.7,missed
15644,0,2.6,0.8,1.0,made
15645,4,16.8,6.8,4.0,made
15646,0,19.1,4.3,0.6,missed
15647,3,1.3,2.6,3.8,missed
15648,1,20.6,4.8,1.7,made
15649,0,23.0,8.0,0.9,missed
15650,0,22.6,4.4,0.7,made
15651,1,4.7,2.8,1.4,made
15652,2,24.2,5.6,3.0,made
15653,0,19.9,2.5,0.6,missed
15654,6,9.3,3.7,5.6,missed
15655,0,25.8,3.0,0.7,made
15656,6,11.7,4.1,6.4,missed
15657,3,12.9,2.0,3.3,made
15658,0,25.5,6.6,0.6,missed
15659,0,24.5,6.2,1.8,missed
15660,0,22.7,2.8,0.9,missed
15661,2,25.3,3.5,2.1,missed
15662,0,25.9,5.6,1.5,missed
15663,0,23.9,3.4,1.5,missed
15664,0,24.7,4.5,0.8,missed
15665,7,18.0,2.1,8.2,made
15666,0,16.7,7.0,0.7,made
15667,1,22.8,4.7,2.6,missed
15668,5,5.9,4.0,5.7,missed
15669,1,1.7,4.1,4.1,made
15670,5,20.1,6.2,5.2,made
15671,9,9.7,3.4,7.7,made
15672,0,25.3,5.9,0.6,missed
15673,0,25.1,4.4,1.4,made
15674,0,21.4,6.0,1.9,missed
15675,1,19.0,3.2,1.1,missed
15676,11,4.9,2.4,8.1,missed
15677,1,8.4,3.1,2.3,made
15678,5,5.8,4.9,4.5,made
15679,0,24.1,14.4,1.1,missed
15680,1,26.9,4.3,1.1,made
15681,5,13.5,3.7,3.5,missed
15682,0,24.6,2.3,0.9,missed
15683,2,2.3,1.9,4.1,made
15684,8,5.7,2.1,7.6,missed
15685,3,24.0,6.5,3.2,missed
15686,0,6.5,3.8,1.0,missed
15687,0,7.1,4.5,3.0,made
15688,1,24.1,14.6,1.1,made
15689,0,24.6,7.7,0.8,missed
15690,4,7.6,2.4,3.4,missed
15691,0,23.5,5.3,0.8,made
15692,6,8.3,4.4,6.6,missed
15693,2,9.3,4.5,2.5,made
15694,5,3.7,3.0,4.7,made
15695,3,9.5,4.9,3.2,missed
15696,0,21.7,6.1,0.7,missed
15697,4,24.6,3.8,3.8,missed
15698,8,14.8,5.0,6.6,made
15699,2,1.5,3.3,2.3,missed
15700,5,3.7,1.4,5.7,made
15701,2,15.9,2.6,1.8,missed
15702,2,4.0,2.9,3.0,made
15703,14,13.7,3.9,10.4,missed
15704,2,17.5,2.3,1.8,made
15705,0,24.5,8.0,0.9,made
15706,3,16.8,4.1,4.6,made
15707,0,24.3,5.1,0.9,missed
15708,0,24.9,5.3,0.7,missed
15709,4,3.2,3.5,4.6,made
15710,3,9.6,1.9,4.0,missed
15711,3,20.0,5.7,4.7,missed
15712,0,25.1,5.3,0.7,missed
15713,0,25.6,7.8,0.8,made
15714,0,18.3,2.0,0.6,missed
15715,1,1.4,2.0,1.9,made
15716,0,13.2,4.4,0.9,missed
15717,0,24.1,9.4,0.8,missed
15718,0,22.9,5.7,1.4,missed
15719,9,19.9,5.6,7.6,missed
15720,2,2.8,0.8,3.5,missed
15721,3,2.7,2.2,3.6,missed
15722,1,13.5,2.7,2.1,missed
15723,0,23.0,2.4,0.8,made
15724,4,3.3,2.2,7.3,missed
15725,0,24.1,7.1,0.9,missed
15726,0,24.3,5.5,1.4,made
15727,5,6.6,2.3,5.6,made
15728,0,2.1,2.3,1.0,made
15729,0,24.8,10.9,1.1,missed
15730,5,27.2,5.1,4.9,made
15731,0,25.0,3.7,0.6,made
15732,0,17.8,4.0,0.7,made
15733,0,24.7,8.0,1.0,made
15734,0,23.8,10.6,0.9,made
15735,5,25.1,4.3,4.0,missed
15736,4,7.9,1.5,5.0,missed
15737,1,20.0,2.2,1.3,made
15738,8,22.8,5.7,8.5,made
15739,0,27.2,4.9,0.9,missed
15740,1,3.8,4.7,1.8,made
15741,5,5.8,1.5,6.4,missed
15742,0,20.1,3.1,0.6,missed
15743,0,21.9,18.2,0.8,missed
15744,3,1.9,1.7,5.5,missed
15745,6,6.9,3.2,5.6,made
15746,1,25.6,4.7,3.6,made
15747,7,26.5,4.2,7.1,made
15748,0,22.7,2.4,0.6,made
15749,0,25.6,2.5,0.9,missed
15750,2,2.8,1.9,2.2,made
15751,0,0.6,3.6,7.5,missed
15752,3,2.0,2.8,2.9,made
15753,0,20.8,3.4,0.4,missed
15754,1,10.7,3.8,2.9,missed
15755,2,3.6,3.9,2.0,missed
15756,0,25.3,4.4,0.8,made
15757,5,6.9,3.3,4.8,missed
15758,1,25.3,4.4,1.3,made
15759,2,10.4,3.6,3.2,missed
15760,0,1.9,5.2,0.7,made
15761,1,6.7,3.5,1.5,missed
15762,2,1.1,2.7,2.8,missed
15763,4,20.1,4.0,6.7,missed
15764,0,19.7,2.6,0.2,missed
15765,1,17.4,3.8,1.2,made
15766,0,14.5,2.5,1.6,missed
15767,0,2.9,2.9,0.6,made
15768,1,16.1,2.4,1.7,missed
15769,3,9.1,3.6,3.3,missed
15770,2,4.9,1.5,4.2,missed
15771,0,0.7,3.2,0.1,made
15772,3,17.0,3.5,2.6,made
15773,3,9.6,5.5,3.0,missed
15774,5,26.7,6.8,5.1,missed
15775,0,24.0,4.4,0.7,made
15776,1,24.6,4.2,1.0,missed
15777,2,18.3,2.5,1.5,missed
15778,7,24.6,4.9,7.2,made
15779,6,5.9,3.5,5.9,missed
15780,0,25.2,4.7,0.7,missed
15781,1,26.0,5.3,1.5,made
15782,0,18.7,0.2,0.6,missed
15783,3,5.5,2.8,3.3,made
15784,0,17.3,3.9,1.0,made
15785,2,20.4,3.5,2.0,missed
15786,2,5.3,3.4,3.5,missed
15787,2,7.8,0.0,5.0,missed
15788,0,24.6,7.9,0.8,missed
15789,2,7.0,3.6,2.4,made
15790,0,14.7,4.7,1.0,made
15791,2,19.0,8.9,2.1,missed
15792,3,1.8,1.6,3.0,missed
15793,1,16.8,1.8,1.1,missed
15794,2,4.9,3.2,2.1,made
15795,0,26.0,5.4,1.0,missed
15796,0,21.4,4.9,0.7,made
15797,1,4.6,3.0,2.1,missed
15798,1,3.4,2.1,1.8,made
15799,2,12.9,4.2,2.2,made
15800,1,23.3,5.4,1.1,missed
15801,0,24.6,3.5,0.7,missed
15802,1,25.2,5.8,1.4,made
15803,2,21.2,4.8,2.3,made
15804,1,11.9,3.9,5.4,made
15805,0,19.5,5.1,0.7,missed
15806,0,23.5,3.6,0.7,missed
15807,2,4.5,2.4,2.3,missed
15808,1,6.7,6.8,2.3,made
15809,3,3.5,1.8,3.0,made
15810,1,2.6,2.8,1.8,made
15811,0,32.7,22.2,4.0,missed
15812,0,18.8,2.3,0.5,missed
15813,0,23.6,12.4,1.1,missed
15814,0,22.9,3.2,0.9,made
15815,0,27.0,7.3,1.1,made
15816,0,23.7,4.7,1.0,made
15817,2,12.8,2.0,1.9,missed
15818,1,24.7,5.8,1.3,missed
15819,1,4.9,3.2,1.7,missed
15820,6,5.2,2.5,6.2,missed
15821,1,24.6,2.7,2.0,made
15822,0,24.8,8.8,0.9,made
15823,0,24.4,4.0,1.3,missed
15824,5,6.4,2.7,4.3,missed
15825,0,25.0,6.3,0.8,made
15826,1,23.4,6.6,1.4,missed
15827,0,23.0,5.8,0.7,made
15828,3,13.0,4.3,5.2,missed
15829,6,4.8,0.7,7.5,missed
15830,0,24.3,3.4,0.8,missed
15831,5,25.6,4.5,5.9,missed
15832,0,26.2,3.7,0.7,missed
15833,0,16.8,2.4,0.7,made
15834,0,15.4,4.1,0.7,missed
15835,0,25.5,6.9,1.0,missed
15836,2,2.1,2.1,4.2,missed
15837,0,25.2,4.0,0.7,made
15838,0,24.6,6.9,0.7,missed
15839,0,18.4,4.2,0.8,made
15840,0,4.6,1.2,0.3,made
15841,0,24.4,8.5,1.0,missed
15842,2,13.9,2.7,2.1,made
15843,0,25.5,6.7,0.7,missed
15844,0,16.2,2.0,0.7,made
15845,1,5.6,4.8,0.9,made
15846,0,27.4,7.5,2.7,missed
15847,4,20.5,5.4,3.3,missed
15848,3,4.6,1.7,3.3,made
15849,3,26.3,4.5,3.7,missed
15850,0,17.9,5.0,4.0,made
15851,2,25.6,3.2,1.2,missed
15852,1,18.6,3.3,1.2,made
15853,1,30.8,4.4,2.2,missed
15854,0,24.4,4.2,0.7,made
15855,0,24.6,8.7,0.7,made
15856,0,25.6,6.9,1.1,missed
15857,10,26.2,6.1,11.1,missed
15858,0,20.1,5.0,1.0,missed
15859,0,26.7,3.6,1.0,missed
15860,0,19.5,5.3,0.4,missed
15861,3,5.5,1.8,3.9,made
15862,1,24.7,4.7,2.2,made
15863,4,4.7,0.5,3.1,made
15864,1,13.2,3.0,1.1,missed
15865,0,23.0,5.6,1.0,made
15866,0,4.7,1.9,0.5,made
15867,0,24.2,6.2,0.7,made
15868,0,26.5,2.3,1.1,missed
15869,0,23.1,9.1,0.8,made
15870,4,15.7,6.5,4.1,missed
15871,0,23.9,4.2,-0.1,missed
15872,1,20.0,2.7,1.8,missed
15873,2,15.2,3.0,3.3,made
15874,4,7.0,1.9,5.0,missed
15875,0,24.0,5.3,0.7,made
15876,1,9.4,2.0,4.3,missed
15877,3,4.2,4.3,3.2,missed
15878,0,24.4,3.8,1.2,made
15879,0,24.1,3.4,0.7,made
15880,0,24.3,3.5,1.1,missed
15881,0,21.9,19.6,1.3,missed
15882,0,15.8,2.1,0.9,missed
15883,0,1.0,1.7,0.7,missed
15884,1,3.0,1.1,2.4,made
15885,0,21.6,7.1,2.1,missed
15886,2,14.4,3.5,2.3,missed
15887,0,16.4,4.3,0.4,missed
15888,3,6.3,5.4,3.2,made
15889,0,16.0,3.5,0.9,missed
15890,0,24.7,10.0,0.7,made
15891,0,0.9,0.8,1.1,made
15892,0,22.7,3.4,0.7,missed
15893,1,16.3,3.2,1.1,missed
15894,7,21.3,3.3,7.4,missed
15895,0,10.3,2.9,0.6,made
15896,4,12.8,4.5,4.3,missed
15897,0,24.3,6.4,1.0,made
15898,1,10.8,3.4,1.5,missed
15899,0,3.7,1.8,0.0,missed
15900,2,4.5,3.6,3.8,made
15901,0,24.9,15.8,0.9,made
15902,0,24.7,3.2,0.8,made
15903,2,20.6,2.7,3.0,missed
15904,0,22.5,3.6,0.5,missed
15905,2,3.9,0.2,3.3,made
15906,4,17.0,4.3,3.6,made
15907,0,22.9,4.9,0.8,made
15908,2,9.3,2.4,1.6,missed
15909,1,23.9,2.6,1.2,made
15910,0,25.0,8.0,0.9,missed
15911,9,14.5,4.8,8.0,missed
15912,7,2.9,0.6,5.5,missed
15913,0,22.9,8.4,0.9,missed
15914,2,4.2,2.4,1.9,made
15915,0,24.1,4.4,0.7,missed
15916,9,2.6,3.2,8.0,made
15917,1,5.1,4.5,2.9,made
15918,6,1.8,1.9,6.2,missed
15919,0,21.6,2.2,0.8,missed
15920,4,18.1,2.4,3.0,missed
15921,0,45.3,4.1,0.9,missed
15922,0,25.4,4.5,0.8,missed
15923,0,19.2,5.2,0.9,missed
15924,0,22.3,3.9,0.8,missed
15925,1,7.9,1.0,1.8,missed
15926,13,6.0,1.0,11.5,missed
15927,8,13.8,2.2,8.4,missed
15928,0,25.0,2.3,0.6,made
15929,1,19.2,4.4,4.1,made
15930,0,26.4,5.0,1.1,made
15931,0,2.8,1.6,0.7,made
15932,4,9.4,4.2,4.9,made
15933,4,26.0,4.2,4.5,made
15934,0,20.1,2.3,2.2,made
15935,0,17.3,2.2,2.6,missed
15936,0,23.9,2.2,1.0,missed
15937,2,13.7,2.9,4.6,missed
15938,0,16.2,1.8,1.3,missed
15939,1,19.7,2.6,1.2,missed
15940,1,4.6,3.3,1.5,missed
15941,2,7.6,3.5,3.0,made
15942,8,5.3,2.2,5.2,made
15943,1,3.1,2.1,1.7,missed
15944,1,20.7,2.4,1.5,made
15945,3,2.1,1.9,3.4,made
15946,0,24.7,1.8,0.9,made
15947,1,23.7,1.4,2.5,missed
15948,0,24.3,2.2,0.6,missed
15949,3,5.3,1.2,2.8,missed
15950,3,19.5,3.1,4.3,made
15951,4,24.7,4.0,4.4,made
15952,0,24.5,6.5,0.8,missed
15953,0,16.9,9.2,1.5,missed
15954,0,19.0,1.8,0.6,missed
15955,0,5.3,3.4,0.6,made
15956,1,18.5,2.3,4.6,missed
15957,2,4.8,4.6,4.7,made
15958,0,25.6,2.7,0.7,made
15959,0,23.0,8.4,0.7,missed
15960,0,7.8,1.2,1.4,made
15961,2,4.5,1.9,3.1,missed
15962,0,7.7,2.4,0.8,made
15963,1,24.7,6.0,1.4,made
15964,8,25.3,1.3,7.6,missed
15965,0,8.1,0.0,1.5,made
15966,1,1.5,4.0,1.5,made
15967,2,0.2,2.1,3.3,made
15968,0,27.2,6.2,1.2,missed
15969,10,5.9,1.1,10.1,made
15970,0,2.9,3.4,0.9,made
15971,2,5.7,0.1,3.0,made
15972,0,26.7,5.4,0.7,made
15973,0,25.4,3.7,0.7,made
15974,2,16.9,8.6,2.7,missed
15975,1,12.8,2.8,4.3,made
15976,0,22.3,4.2,0.6,made
15977,0,5.1,20.0,0.5,made
15978,0,22.8,9.0,1.1,made
15979,1,24.7,3.8,1.4,missed
15980,0,22.6,4.1,0.7,made
15981,2,25.1,3.9,2.2,made
15982,1,15.9,3.9,1.3,missed
15983,2,8.4,2.4,3.8,missed
15984,0,25.5,5.6,0.6,missed
15985,0,9.6,3.0,2.0,missed
15986,0,25.6,6.0,0.8,missed
15987,0,22.0,3.9,0.8,missed
15988,5,4.4,1.2,4.8,missed
15989,0,25.1,3.7,0.9,missed
15990,1,20.6,3.2,1.0,made
15991,0,22.8,7.5,1.3,missed
15992,0,24.2,5.2,0.7,made
44663,5,15.7,4.9,5.6,missed
44664,0,18.0,3.8,0.5,made
44665,5,14.9,3.0,3.8,made
44666,5,0.3,0.9,6.2,missed
44667,6,24.8,3.7,6.0,missed
44668,5,4.5,2.6,4.8,made
44669,1,3.7,1.8,5.8,made
44670,20,2.3,0.0,17.7,made
44671,1,3.7,2.6,1.7,made
44672,0,24.6,5.7,1.3,made
44673,1,24.3,7.1,0.9,missed
44674,7,15.0,5.3,7.4,missed
